stage_history_id,opp_id,stage,entered_at,exited_at,days_in_stage
6945,1897,Negotiation,2022-12-05T00:00:00,,
6946,1898,Prospecting,2024-09-14T00:00:00,2024-09-17T00:00:00,3
6947,1898,Discovery,2024-09-17T00:00:00,2024-09-28T00:00:00,11
6948,1898,Qualification,2024-09-28T00:00:00,2024-10-09T00:00:00,11
6949,1898,Proposal,2024-10-09T00:00:00,2024-10-13T00:00:00,4
6950,1898,Negotiation,2024-10-13T00:00:00,2024-10-24T00:00:00,11
6951,1898,Closed Won,2024-10-24T00:00:00,2024-11-01T00:00:00,8
6952,1898,Closed Lost,2024-11-01T00:00:00,2024-11-01T00:00:00,0
6953,1899,Prospecting,2023-10-20T00:00:00,2023-10-28T00:00:00,8
6954,1899,Discovery,2023-10-28T00:00:00,2023-11-23T00:00:00,26
6955,1899,Qualification,2023-11-23T00:00:00,2023-12-13T00:00:00,20
6956,1899,Proposal,2023-12-13T00:00:00,2023-12-19T00:00:00,6
6957,1899,Negotiation,2023-12-19T00:00:00,2024-01-07T00:00:00,19
6958,1899,Closed Won,2024-01-07T00:00:00,2024-01-24T00:00:00,17
6959,1899,Closed Lost,2024-01-24T00:00:00,2024-01-24T00:00:00,0
6960,1900,Prospecting,2024-10-12T00:00:00,,
6961,1901,Prospecting,2024-10-02T00:00:00,,
6962,1902,Prospecting,2021-03-01T00:00:00,2021-03-17T00:00:00,16
6963,1902,Discovery,2021-03-17T00:00:00,2021-03-31T00:00:00,14
6964,1902,Qualification,2021-03-31T00:00:00,,
6965,1903,Prospecting,2024-08-27T00:00:00,2024-09-19T00:00:00,23
6966,1903,Discovery,2024-09-19T00:00:00,2024-10-23T00:00:00,34
6967,1903,Qualification,2024-10-23T00:00:00,2024-11-12T00:00:00,20
6968,1903,Proposal,2024-11-12T00:00:00,2024-11-20T00:00:00,8
6969,1903,Negotiation,2024-11-20T00:00:00,2024-12-17T00:00:00,27
6970,1903,Closed Won,2024-12-17T00:00:00,2024-12-28T00:00:00,11
6971,1903,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
6972,1904,Prospecting,2024-06-09T00:00:00,2024-06-19T00:00:00,10
6973,1904,Discovery,2024-06-19T00:00:00,2024-07-11T00:00:00,22
6974,1904,Qualification,2024-07-11T00:00:00,2024-07-24T00:00:00,13
6975,1904,Proposal,2024-07-24T00:00:00,,
6976,1905,Prospecting,2024-09-27T00:00:00,2024-10-11T00:00:00,14
6977,1905,Discovery,2024-10-11T00:00:00,2024-10-24T00:00:00,13
6978,1905,Qualification,2024-10-24T00:00:00,2024-11-10T00:00:00,17
6979,1905,Proposal,2024-11-10T00:00:00,,
6980,1906,Prospecting,2024-10-23T00:00:00,2024-11-03T00:00:00,11
6981,1906,Discovery,2024-11-03T00:00:00,2024-11-28T00:00:00,25
6982,1906,Qualification,2024-11-28T00:00:00,2024-12-04T00:00:00,6
6983,1906,Proposal,2024-12-04T00:00:00,2024-12-18T00:00:00,14
6984,1906,Negotiation,2024-12-18T00:00:00,2024-12-29T00:00:00,11
6985,1906,Closed Won,2024-12-29T00:00:00,2024-12-29T00:00:00,0
6986,1907,Prospecting,2024-11-30T00:00:00,,
6987,1908,Prospecting,2024-10-28T00:00:00,2024-11-08T00:00:00,11
6988,1908,Discovery,2024-11-08T00:00:00,2024-11-18T00:00:00,10
6989,1908,Qualification,2024-11-18T00:00:00,2024-11-30T00:00:00,12
6990,1908,Proposal,2024-11-30T00:00:00,2024-12-08T00:00:00,8
6991,1908,Negotiation,2024-12-08T00:00:00,2024-12-17T00:00:00,9
6992,1908,Closed Won,2024-12-17T00:00:00,2024-12-29T00:00:00,12
6993,1908,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
6994,1909,Prospecting,2022-04-22T00:00:00,2022-05-08T00:00:00,16
6995,1909,Discovery,2022-05-08T00:00:00,,
6996,1910,Prospecting,2024-09-04T00:00:00,2024-09-12T00:00:00,8
6997,1910,Discovery,2024-09-12T00:00:00,2024-10-16T00:00:00,34
6998,1910,Qualification,2024-10-16T00:00:00,2024-11-10T00:00:00,25
6999,1910,Proposal,2024-11-10T00:00:00,2024-11-16T00:00:00,6
7000,1910,Negotiation,2024-11-16T00:00:00,2024-12-02T00:00:00,16
7001,1910,Closed Won,2024-12-02T00:00:00,2024-12-28T00:00:00,26
7002,1910,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
7003,1911,Prospecting,2023-10-30T00:00:00,2023-11-21T00:00:00,22
7004,1911,Discovery,2023-11-21T00:00:00,,
7005,1912,Prospecting,2024-02-20T00:00:00,,
7006,1913,Prospecting,2024-12-17T00:00:00,2025-01-01T00:00:00,15
7007,1913,Discovery,2025-01-01T00:00:00,,
7008,1914,Prospecting,2023-11-15T00:00:00,2023-11-24T00:00:00,9
7009,1914,Discovery,2023-11-24T00:00:00,,
7010,1915,Prospecting,2024-08-07T00:00:00,2024-08-16T00:00:00,9
7011,1915,Discovery,2024-08-16T00:00:00,2024-09-04T00:00:00,19
7012,1915,Qualification,2024-09-04T00:00:00,2024-09-24T00:00:00,20
7013,1915,Proposal,2024-09-24T00:00:00,,
7014,1916,Prospecting,2024-04-10T00:00:00,2024-04-27T00:00:00,17
7015,1916,Discovery,2024-04-27T00:00:00,2024-05-14T00:00:00,17
7016,1916,Qualification,2024-05-14T00:00:00,2024-05-30T00:00:00,16
7017,1916,Proposal,2024-05-30T00:00:00,2024-06-28T00:00:00,29
7018,1916,Negotiation,2024-06-28T00:00:00,2024-08-26T00:00:00,59
7019,1916,Closed Won,2024-08-26T00:00:00,2024-09-13T00:00:00,18
7020,1916,Closed Lost,2024-09-13T00:00:00,2024-09-13T00:00:00,0
7021,1917,Prospecting,2021-12-21T00:00:00,2021-12-29T00:00:00,8
7022,1917,Discovery,2021-12-29T00:00:00,2022-01-21T00:00:00,23
7023,1917,Qualification,2022-01-21T00:00:00,2022-02-05T00:00:00,15
7024,1917,Proposal,2022-02-05T00:00:00,,
7025,1918,Prospecting,2024-04-21T00:00:00,,
7026,1919,Prospecting,2022-09-01T00:00:00,2022-09-14T00:00:00,13
7027,1919,Discovery,2022-09-14T00:00:00,2022-09-29T00:00:00,15
7028,1919,Qualification,2022-09-29T00:00:00,2022-10-14T00:00:00,15
7029,1919,Proposal,2022-10-14T00:00:00,,
7030,1920,Prospecting,2023-06-05T00:00:00,2023-06-13T00:00:00,8
7031,1920,Discovery,2023-06-13T00:00:00,2023-06-23T00:00:00,10
7032,1920,Qualification,2023-06-23T00:00:00,2023-07-19T00:00:00,26
7033,1920,Proposal,2023-07-19T00:00:00,2023-08-06T00:00:00,18
7034,1920,Negotiation,2023-08-06T00:00:00,2023-08-27T00:00:00,21
7035,1920,Closed Won,2023-08-27T00:00:00,2023-09-23T00:00:00,27
7036,1920,Closed Lost,2023-09-23T00:00:00,2023-09-23T00:00:00,0
7037,1921,Prospecting,2024-06-24T00:00:00,2024-07-04T00:00:00,10
7038,1921,Discovery,2024-07-04T00:00:00,2024-07-14T00:00:00,10
7039,1921,Qualification,2024-07-14T00:00:00,2024-07-28T00:00:00,14
7040,1921,Proposal,2024-07-28T00:00:00,,
7041,1922,Prospecting,2023-08-30T00:00:00,,
7042,1923,Prospecting,2024-11-03T00:00:00,2024-11-08T00:00:00,5
7043,1923,Discovery,2024-11-08T00:00:00,2024-11-17T00:00:00,9
7044,1923,Qualification,2024-11-17T00:00:00,2024-11-22T00:00:00,5
7045,1923,Proposal,2024-11-22T00:00:00,2024-11-27T00:00:00,5
7046,1923,Negotiation,2024-11-27T00:00:00,2024-12-15T00:00:00,18
7047,1923,Closed Won,2024-12-15T00:00:00,2024-12-27T00:00:00,12
7048,1923,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
7049,1924,Prospecting,2024-05-04T00:00:00,2024-05-23T00:00:00,19
7050,1924,Discovery,2024-05-23T00:00:00,2024-06-08T00:00:00,16
7051,1924,Qualification,2024-06-08T00:00:00,,
7052,1925,Prospecting,2024-07-09T00:00:00,2024-07-13T00:00:00,4
7053,1925,Discovery,2024-07-13T00:00:00,2024-07-25T00:00:00,12
7054,1925,Qualification,2024-07-25T00:00:00,2024-08-04T00:00:00,10
7055,1925,Proposal,2024-08-04T00:00:00,2024-08-12T00:00:00,8
7056,1925,Negotiation,2024-08-12T00:00:00,2024-08-23T00:00:00,11
7057,1925,Closed Won,2024-08-23T00:00:00,2024-09-06T00:00:00,14
7058,1925,Closed Lost,2024-09-06T00:00:00,2024-09-06T00:00:00,0
7059,1926,Prospecting,2024-06-20T00:00:00,2024-06-24T00:00:00,4
7060,1926,Discovery,2024-06-24T00:00:00,,
7061,1927,Prospecting,2024-01-31T00:00:00,2024-02-16T00:00:00,16
7062,1927,Discovery,2024-02-16T00:00:00,,
7063,1928,Prospecting,2024-04-30T00:00:00,2024-05-09T00:00:00,9
7064,1928,Discovery,2024-05-09T00:00:00,2024-05-24T00:00:00,15
7065,1928,Qualification,2024-05-24T00:00:00,2024-06-12T00:00:00,19
7066,1928,Proposal,2024-06-12T00:00:00,,
7067,1929,Prospecting,2024-12-03T00:00:00,2024-12-11T00:00:00,8
7068,1929,Discovery,2024-12-11T00:00:00,,
7069,1930,Prospecting,2023-09-16T00:00:00,2023-09-23T00:00:00,7
7070,1930,Discovery,2023-09-23T00:00:00,2023-10-18T00:00:00,25
7071,1930,Qualification,2023-10-18T00:00:00,2023-10-28T00:00:00,10
7072,1930,Proposal,2023-10-28T00:00:00,,
7073,1931,Prospecting,2021-10-16T00:00:00,2021-10-26T00:00:00,10
7074,1931,Discovery,2021-10-26T00:00:00,2021-11-05T00:00:00,10
7075,1931,Qualification,2021-11-05T00:00:00,2021-11-24T00:00:00,19
7076,1931,Proposal,2021-11-24T00:00:00,,
7077,1932,Prospecting,2023-06-13T00:00:00,2023-06-16T00:00:00,3
7078,1932,Discovery,2023-06-16T00:00:00,2023-06-28T00:00:00,12
7079,1932,Qualification,2023-06-28T00:00:00,2023-07-07T00:00:00,9
7080,1932,Proposal,2023-07-07T00:00:00,2023-07-11T00:00:00,4
7081,1932,Negotiation,2023-07-11T00:00:00,2023-07-20T00:00:00,9
7082,1932,Closed Won,2023-07-20T00:00:00,2023-07-23T00:00:00,3
7083,1932,Closed Lost,2023-07-23T00:00:00,2023-07-23T00:00:00,0
7084,1933,Prospecting,2021-10-11T00:00:00,2021-10-22T00:00:00,11
7085,1933,Discovery,2021-10-22T00:00:00,2021-11-04T00:00:00,13
7086,1933,Qualification,2021-11-04T00:00:00,,
7087,1934,Prospecting,2023-06-07T00:00:00,2023-06-08T00:00:00,1
7088,1934,Discovery,2023-06-08T00:00:00,2023-06-10T00:00:00,2
7089,1934,Qualification,2023-06-10T00:00:00,2023-06-16T00:00:00,6
7090,1934,Proposal,2023-06-16T00:00:00,2023-06-17T00:00:00,1
7091,1934,Negotiation,2023-06-17T00:00:00,2023-06-20T00:00:00,3
7092,1934,Closed Won,2023-06-20T00:00:00,2023-06-22T00:00:00,2
7093,1934,Closed Lost,2023-06-22T00:00:00,2023-06-22T00:00:00,0
7094,1935,Prospecting,2024-08-02T00:00:00,2024-08-19T00:00:00,17
7095,1935,Discovery,2024-08-19T00:00:00,2024-08-31T00:00:00,12
7096,1935,Qualification,2024-08-31T00:00:00,,
7097,1936,Prospecting,2020-07-22T00:00:00,2020-07-30T00:00:00,8
7098,1936,Discovery,2020-07-30T00:00:00,,
7099,1937,Prospecting,2024-11-05T00:00:00,2024-11-13T00:00:00,8
7100,1937,Discovery,2024-11-13T00:00:00,2024-11-23T00:00:00,10
7101,1937,Qualification,2024-11-23T00:00:00,2024-12-02T00:00:00,9
7102,1937,Proposal,2024-12-02T00:00:00,2024-12-05T00:00:00,3
7103,1937,Negotiation,2024-12-05T00:00:00,2024-12-18T00:00:00,13
7104,1937,Closed Won,2024-12-18T00:00:00,2024-12-27T00:00:00,9
7105,1937,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
7106,1938,Prospecting,2024-08-07T00:00:00,2024-08-24T00:00:00,17
7107,1938,Discovery,2024-08-24T00:00:00,2024-09-16T00:00:00,23
7108,1938,Qualification,2024-09-16T00:00:00,2024-10-14T00:00:00,28
7109,1938,Proposal,2024-10-14T00:00:00,2024-11-01T00:00:00,18
7110,1938,Negotiation,2024-11-01T00:00:00,2024-11-24T00:00:00,23
7111,1938,Closed Won,2024-11-24T00:00:00,2024-12-13T00:00:00,19
7112,1938,Closed Lost,2024-12-13T00:00:00,2024-12-13T00:00:00,0
7113,1939,Prospecting,2024-09-09T00:00:00,2024-09-22T00:00:00,13
7114,1939,Discovery,2024-09-22T00:00:00,2024-10-08T00:00:00,16
7115,1939,Qualification,2024-10-08T00:00:00,2024-11-01T00:00:00,24
7116,1939,Proposal,2024-11-01T00:00:00,2024-11-22T00:00:00,21
7117,1939,Negotiation,2024-11-22T00:00:00,2024-12-18T00:00:00,26
7118,1939,Closed Won,2024-12-18T00:00:00,2024-12-18T00:00:00,0
7119,1940,Prospecting,2024-02-11T00:00:00,2024-02-25T00:00:00,14
7120,1940,Discovery,2024-02-25T00:00:00,2024-03-11T00:00:00,15
7121,1940,Qualification,2024-03-11T00:00:00,,
7122,1941,Prospecting,2024-09-02T00:00:00,,
7123,1942,Prospecting,2024-10-06T00:00:00,2024-10-23T00:00:00,17
7124,1942,Discovery,2024-10-23T00:00:00,,
7125,1943,Prospecting,2022-06-17T00:00:00,2022-07-05T00:00:00,18
7126,1943,Discovery,2022-07-05T00:00:00,2022-08-17T00:00:00,43
7127,1943,Qualification,2022-08-17T00:00:00,2022-09-09T00:00:00,23
7128,1943,Proposal,2022-09-09T00:00:00,2022-09-23T00:00:00,14
7129,1943,Negotiation,2022-09-23T00:00:00,2022-10-17T00:00:00,24
7130,1943,Closed Won,2022-10-17T00:00:00,2022-11-11T00:00:00,25
7131,1943,Closed Lost,2022-11-11T00:00:00,2022-11-11T00:00:00,0
7132,1944,Prospecting,2024-11-07T00:00:00,2024-11-26T00:00:00,19
7133,1944,Discovery,2024-11-26T00:00:00,,
7134,1945,Prospecting,2021-04-15T00:00:00,2021-05-07T00:00:00,22
7135,1945,Discovery,2021-05-07T00:00:00,2021-05-19T00:00:00,12
7136,1945,Qualification,2021-05-19T00:00:00,2021-06-01T00:00:00,13
7137,1945,Proposal,2021-06-01T00:00:00,2021-06-07T00:00:00,6
7138,1945,Negotiation,2021-06-07T00:00:00,,
7139,1946,Prospecting,2024-12-27T00:00:00,2024-12-28T00:00:00,1
7140,1946,Discovery,2024-12-28T00:00:00,2024-12-29T00:00:00,1
7141,1946,Qualification,2024-12-29T00:00:00,2024-12-30T00:00:00,1
7142,1946,Proposal,2024-12-30T00:00:00,2024-12-31T00:00:00,1
7143,1946,Negotiation,2024-12-31T00:00:00,2025-01-01T00:00:00,1
7144,1946,Closed Won,2025-01-01T00:00:00,2025-01-02T00:00:00,1
7145,1946,Closed Lost,2025-01-02T00:00:00,2025-01-02T00:00:00,0
7146,1947,Prospecting,2023-10-05T00:00:00,2023-10-13T00:00:00,8
7147,1947,Discovery,2023-10-13T00:00:00,,
7148,1948,Prospecting,2023-01-13T00:00:00,2023-01-27T00:00:00,14
7149,1948,Discovery,2023-01-27T00:00:00,2023-03-09T00:00:00,41
7150,1948,Qualification,2023-03-09T00:00:00,2023-05-14T00:00:00,66
7151,1948,Proposal,2023-05-14T00:00:00,2023-06-03T00:00:00,20
7152,1948,Negotiation,2023-06-03T00:00:00,2023-06-25T00:00:00,22
7153,1948,Closed Won,2023-06-25T00:00:00,2023-06-25T00:00:00,0
7154,1949,Prospecting,2023-05-14T00:00:00,2023-05-19T00:00:00,5
7155,1949,Discovery,2023-05-19T00:00:00,2023-06-09T00:00:00,21
7156,1949,Qualification,2023-06-09T00:00:00,,
7157,1950,Prospecting,2024-07-06T00:00:00,2024-07-14T00:00:00,8
7158,1950,Discovery,2024-07-14T00:00:00,2024-07-29T00:00:00,15
7159,1950,Qualification,2024-07-29T00:00:00,,
7160,1951,Prospecting,2023-08-07T00:00:00,2023-08-22T00:00:00,15
7161,1951,Discovery,2023-08-22T00:00:00,,
7162,1952,Prospecting,2024-04-17T00:00:00,2024-04-25T00:00:00,8
7163,1952,Discovery,2024-04-25T00:00:00,2024-05-19T00:00:00,24
7164,1952,Qualification,2024-05-19T00:00:00,2024-05-29T00:00:00,10
7165,1952,Proposal,2024-05-29T00:00:00,,
7166,1953,Prospecting,2024-04-12T00:00:00,2024-05-12T00:00:00,30
7167,1953,Discovery,2024-05-12T00:00:00,2024-05-26T00:00:00,14
7168,1953,Qualification,2024-05-26T00:00:00,2024-06-05T00:00:00,10
7169,1953,Proposal,2024-06-05T00:00:00,2024-06-13T00:00:00,8
7170,1953,Negotiation,2024-06-13T00:00:00,2024-07-09T00:00:00,26
7171,1953,Closed Won,2024-07-09T00:00:00,2024-07-09T00:00:00,0
7172,1954,Prospecting,2024-09-08T00:00:00,2024-09-15T00:00:00,7
7173,1954,Discovery,2024-09-15T00:00:00,2024-10-09T00:00:00,24
7174,1954,Qualification,2024-10-09T00:00:00,,
7175,1955,Prospecting,2023-04-04T00:00:00,2023-04-10T00:00:00,6
7176,1955,Discovery,2023-04-10T00:00:00,2023-04-27T00:00:00,17
7177,1955,Qualification,2023-04-27T00:00:00,2023-05-08T00:00:00,11
7178,1955,Proposal,2023-05-08T00:00:00,2023-05-20T00:00:00,12
7179,1955,Negotiation,2023-05-20T00:00:00,2023-06-02T00:00:00,13
7180,1955,Closed Won,2023-06-02T00:00:00,2023-06-19T00:00:00,17
7181,1955,Closed Lost,2023-06-19T00:00:00,2023-06-19T00:00:00,0
7182,1956,Prospecting,2024-12-20T00:00:00,,
7183,1957,Prospecting,2021-01-30T00:00:00,2021-02-10T00:00:00,11
7184,1957,Discovery,2021-02-10T00:00:00,,
7185,1958,Prospecting,2021-10-05T00:00:00,2021-10-21T00:00:00,16
7186,1958,Discovery,2021-10-21T00:00:00,2021-11-22T00:00:00,32
7187,1958,Qualification,2021-11-22T00:00:00,2021-12-02T00:00:00,10
7188,1958,Proposal,2021-12-02T00:00:00,2021-12-08T00:00:00,6
7189,1958,Negotiation,2021-12-08T00:00:00,2022-01-15T00:00:00,38
7190,1958,Closed Won,2022-01-15T00:00:00,2022-01-24T00:00:00,9
7191,1958,Closed Lost,2022-01-24T00:00:00,2022-01-24T00:00:00,0
7192,1959,Prospecting,2024-01-21T00:00:00,2024-02-06T00:00:00,16
7193,1959,Discovery,2024-02-06T00:00:00,,
7194,1960,Prospecting,2023-07-12T00:00:00,2023-07-24T00:00:00,12
7195,1960,Discovery,2023-07-24T00:00:00,2023-08-12T00:00:00,19
7196,1960,Qualification,2023-08-12T00:00:00,,
7197,1961,Prospecting,2024-05-12T00:00:00,2024-05-22T00:00:00,10
7198,1961,Discovery,2024-05-22T00:00:00,,
7199,1962,Prospecting,2023-07-29T00:00:00,2023-08-06T00:00:00,8
7200,1962,Discovery,2023-08-06T00:00:00,2023-09-04T00:00:00,29
7201,1962,Qualification,2023-09-04T00:00:00,2023-09-17T00:00:00,13
7202,1962,Proposal,2023-09-17T00:00:00,2023-09-28T00:00:00,11
7203,1962,Negotiation,2023-09-28T00:00:00,,
7204,1963,Prospecting,2024-12-13T00:00:00,,
7205,1964,Prospecting,2024-12-05T00:00:00,2024-12-15T00:00:00,10
7206,1964,Discovery,2024-12-15T00:00:00,,
7207,1965,Prospecting,2024-10-02T00:00:00,2024-10-15T00:00:00,13
7208,1965,Discovery,2024-10-15T00:00:00,2024-10-30T00:00:00,15
7209,1965,Qualification,2024-10-30T00:00:00,,
7210,1966,Prospecting,2023-10-20T00:00:00,,
7211,1967,Prospecting,2022-02-24T00:00:00,,
7212,1968,Prospecting,2024-08-22T00:00:00,2024-09-11T00:00:00,20
7213,1968,Discovery,2024-09-11T00:00:00,2024-10-20T00:00:00,39
7214,1968,Qualification,2024-10-20T00:00:00,2024-11-08T00:00:00,19
7215,1968,Proposal,2024-11-08T00:00:00,2024-11-15T00:00:00,7
7216,1968,Negotiation,2024-11-15T00:00:00,2024-11-27T00:00:00,12
7217,1968,Closed Won,2024-11-27T00:00:00,2024-12-29T00:00:00,32
7218,1968,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
7219,1969,Prospecting,2024-09-06T00:00:00,2024-09-15T00:00:00,9
7220,1969,Discovery,2024-09-15T00:00:00,2024-10-07T00:00:00,22
7221,1969,Qualification,2024-10-07T00:00:00,2024-10-28T00:00:00,21
7222,1969,Proposal,2024-10-28T00:00:00,2024-11-12T00:00:00,15
7223,1969,Negotiation,2024-11-12T00:00:00,2024-12-06T00:00:00,24
7224,1969,Closed Won,2024-12-06T00:00:00,2024-12-28T00:00:00,22
7225,1969,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
7226,1970,Prospecting,2023-09-08T00:00:00,2023-09-19T00:00:00,11
7227,1970,Discovery,2023-09-19T00:00:00,2023-10-02T00:00:00,13
7228,1970,Qualification,2023-10-02T00:00:00,2023-10-23T00:00:00,21
7229,1970,Proposal,2023-10-23T00:00:00,,
7230,1625,Prospecting,2023-06-03T00:00:00,2023-07-19T00:00:00,46
7231,1625,Discovery,2023-07-19T00:00:00,2023-09-19T00:00:00,62
7232,1625,Qualification,2023-09-19T00:00:00,2023-11-14T00:00:00,56
7233,1625,Proposal,2023-11-14T00:00:00,2023-11-25T00:00:00,11
7234,1625,Negotiation,2023-11-25T00:00:00,2024-02-26T00:00:00,93
7235,1625,Closed Won,2024-02-26T00:00:00,2024-03-16T00:00:00,19
7236,1625,Closed Lost,2024-03-16T00:00:00,2024-03-16T00:00:00,0
7237,1972,Prospecting,2023-09-04T00:00:00,2023-09-09T00:00:00,5
7238,1972,Discovery,2023-09-09T00:00:00,2023-09-28T00:00:00,19
7239,1972,Qualification,2023-09-28T00:00:00,2023-10-07T00:00:00,9
7240,1972,Proposal,2023-10-07T00:00:00,,
7241,1973,Prospecting,2023-09-30T00:00:00,2023-10-17T00:00:00,17
7242,1973,Discovery,2023-10-17T00:00:00,2023-11-03T00:00:00,17
7243,1973,Qualification,2023-11-03T00:00:00,2023-11-17T00:00:00,14
7244,1973,Proposal,2023-11-17T00:00:00,,
7245,1974,Prospecting,2023-03-29T00:00:00,2023-04-14T00:00:00,16
7246,1974,Discovery,2023-04-14T00:00:00,,
7247,1975,Prospecting,2024-11-28T00:00:00,2024-12-11T00:00:00,13
7248,1975,Discovery,2024-12-11T00:00:00,2024-12-23T00:00:00,12
7249,1975,Qualification,2024-12-23T00:00:00,,
7250,1976,Prospecting,2024-06-10T00:00:00,2024-06-23T00:00:00,13
7251,1976,Discovery,2024-06-23T00:00:00,,
7252,1977,Prospecting,2024-12-16T00:00:00,,
7253,1978,Prospecting,2024-12-04T00:00:00,2024-12-10T00:00:00,6
7254,1978,Discovery,2024-12-10T00:00:00,,
7255,1979,Prospecting,2024-09-13T00:00:00,2024-09-25T00:00:00,12
7256,1979,Discovery,2024-09-25T00:00:00,2024-10-20T00:00:00,25
7257,1979,Qualification,2024-10-20T00:00:00,2024-10-28T00:00:00,8
7258,1979,Proposal,2024-10-28T00:00:00,2024-11-03T00:00:00,6
7259,1979,Negotiation,2024-11-03T00:00:00,,
7260,1980,Prospecting,2024-04-10T00:00:00,2024-04-20T00:00:00,10
7261,1980,Discovery,2024-04-20T00:00:00,,
7262,1981,Prospecting,2022-04-12T00:00:00,2022-04-21T00:00:00,9
7263,1981,Discovery,2022-04-21T00:00:00,,
7264,1982,Prospecting,2024-11-16T00:00:00,2024-12-02T00:00:00,16
7265,1982,Discovery,2024-12-02T00:00:00,2024-12-15T00:00:00,13
7266,1982,Qualification,2024-12-15T00:00:00,2024-12-31T00:00:00,16
7267,1982,Proposal,2024-12-31T00:00:00,2025-01-12T00:00:00,12
7268,1982,Negotiation,2025-01-12T00:00:00,,
7269,1983,Prospecting,2020-10-24T00:00:00,2020-11-05T00:00:00,12
7270,1983,Discovery,2020-11-05T00:00:00,2020-11-18T00:00:00,13
7271,1983,Qualification,2020-11-18T00:00:00,,
7272,1984,Prospecting,2024-12-14T00:00:00,2024-12-29T00:00:00,15
7273,1984,Discovery,2024-12-29T00:00:00,,
7274,1985,Prospecting,2024-12-12T00:00:00,2024-12-15T00:00:00,3
7275,1985,Discovery,2024-12-15T00:00:00,2024-12-19T00:00:00,4
7276,1985,Qualification,2024-12-19T00:00:00,2024-12-22T00:00:00,3
7277,1985,Proposal,2024-12-22T00:00:00,2024-12-23T00:00:00,1
7278,1985,Negotiation,2024-12-23T00:00:00,2024-12-24T00:00:00,1
7279,1985,Closed Won,2024-12-24T00:00:00,2024-12-27T00:00:00,3
7280,1985,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
7281,1986,Prospecting,2024-07-04T00:00:00,2024-07-25T00:00:00,21
7282,1986,Discovery,2024-07-25T00:00:00,2024-08-27T00:00:00,33
7283,1986,Qualification,2024-08-27T00:00:00,2024-09-21T00:00:00,25
7284,1986,Proposal,2024-09-21T00:00:00,2024-10-03T00:00:00,12
7285,1986,Negotiation,2024-10-03T00:00:00,2024-11-16T00:00:00,44
7286,1986,Closed Won,2024-11-16T00:00:00,2024-11-16T00:00:00,0
7287,1987,Prospecting,2020-10-03T00:00:00,2020-10-12T00:00:00,9
7288,1987,Discovery,2020-10-12T00:00:00,2020-11-27T00:00:00,46
7289,1987,Qualification,2020-11-27T00:00:00,2020-12-29T00:00:00,32
7290,1987,Proposal,2020-12-29T00:00:00,2021-01-16T00:00:00,18
7291,1987,Negotiation,2021-01-16T00:00:00,2021-02-25T00:00:00,40
7292,1987,Closed Won,2021-02-25T00:00:00,2021-03-27T00:00:00,30
7293,1987,Closed Lost,2021-03-27T00:00:00,2021-03-27T00:00:00,0
7294,1988,Prospecting,2024-09-22T00:00:00,2024-10-02T00:00:00,10
7295,1988,Discovery,2024-10-02T00:00:00,2024-10-25T00:00:00,23
7296,1988,Qualification,2024-10-25T00:00:00,2024-10-30T00:00:00,5
7297,1988,Proposal,2024-10-30T00:00:00,,
7298,1989,Prospecting,2024-11-03T00:00:00,2024-11-06T00:00:00,3
7299,1989,Discovery,2024-11-06T00:00:00,2024-11-17T00:00:00,11
7300,1989,Qualification,2024-11-17T00:00:00,2024-11-19T00:00:00,2
7301,1989,Proposal,2024-11-19T00:00:00,2024-11-25T00:00:00,6
7302,1989,Negotiation,2024-11-25T00:00:00,2024-12-02T00:00:00,7
7303,1989,Closed Won,2024-12-02T00:00:00,2024-12-02T00:00:00,0
7304,1990,Prospecting,2024-09-11T00:00:00,2024-09-18T00:00:00,7
7305,1990,Discovery,2024-09-18T00:00:00,2024-10-14T00:00:00,26
7306,1990,Qualification,2024-10-14T00:00:00,2024-10-23T00:00:00,9
7307,1990,Proposal,2024-10-23T00:00:00,,
7308,1991,Prospecting,2024-03-04T00:00:00,2024-03-14T00:00:00,10
7309,1991,Discovery,2024-03-14T00:00:00,2024-04-01T00:00:00,18
7310,1991,Qualification,2024-04-01T00:00:00,,
7311,1992,Prospecting,2024-12-09T00:00:00,2024-12-12T00:00:00,3
7312,1992,Discovery,2024-12-12T00:00:00,2024-12-14T00:00:00,2
7313,1992,Qualification,2024-12-14T00:00:00,2024-12-19T00:00:00,5
7314,1992,Proposal,2024-12-19T00:00:00,2024-12-22T00:00:00,3
7315,1992,Negotiation,2024-12-22T00:00:00,2024-12-30T00:00:00,8
7316,1992,Closed Won,2024-12-30T00:00:00,2024-12-30T00:00:00,0
7317,1993,Prospecting,2023-05-08T00:00:00,2023-05-13T00:00:00,5
7318,1993,Discovery,2023-05-13T00:00:00,2023-06-07T00:00:00,25
7319,1993,Qualification,2023-06-07T00:00:00,2023-06-23T00:00:00,16
