opp_id,account_id,owner_id,name,stage,amount,close_date,created_date,lead_source,forecast_category,is_won,is_closed,competitor,loss_reason,days_in_stage,next_step,opportunity_type,created_at
2447,142,15,Velocity Enterprises - New Business,Discovery,9890,2025-07-04,2024-12-31,Partner Referral,Pipeline,False,False,CompetitorC,,22,Send proposal,New Business,2024-12-31T00:00:00
2448,8,4,Velocity Holdings - Platform Deal,Proposal,48475,2024-02-12,2023-09-13,Partner Referral,Best Case,False,False,,,27,,New Business,2023-09-13T00:00:00
2449,978,12,Horizon Corp - Platform Deal,Prospecting,51508,2025-03-29,2024-10-04,Event,Pipeline,False,False,CompetitorD,,34,Technical review,New Business,2024-10-04T00:00:00
2450,876,14,Nexus Analytics - Initial License,Qualification,125494,2023-12-06,2023-07-20,Outbound - SDR,Best Case,False,False,Open Source Alternative,,49,Executive alignment,New Business,2023-07-20T00:00:00
2451,416,15,Velocity Enterprises - Platform Deal,Discovery,829798,2021-02-18,2020-10-29,Partner Referral,Pipeline,False,False,,,17,Contract signing,New Business,2020-10-29T00:00:00
2452,19,12,Zenith Platforms - Initial License,Prospecting,45533,2024-03-31,2023-07-17,Inbound - Content,Pipeline,False,False,Open Source Alternative,,2,Executive alignment,New Business,2023-07-17T00:00:00
2453,963,8,Quantum Systems - Initial License,Proposal,55042,2024-06-24,2024-02-17,Inbound - Content,Best Case,False,False,CompetitorA,,46,Technical review,New Business,2024-02-17T00:00:00
2454,874,8,Atlas Group - Initial License,Closed Won,10130,2024-02-17,2023-10-16,Inbound - Content,Closed,True,True,,,41,,New Business,2023-10-16T00:00:00
2455,66,15,Optima Solutions - Platform Deal,Negotiation,117567,2025-02-20,2024-08-19,Outbound - SDR,Commit,False,False,CompetitorC,,64,POC setup,New Business,2024-08-19T00:00:00
2456,421,5,Pinnacle Digital - New Business,Prospecting,32281,2024-12-06,2024-10-17,Inbound - Web,Pipeline,False,False,,,46,Technical review,New Business,2024-10-17T00:00:00
2457,613,10,Vanguard Dynamics - New Business,Prospecting,26372,2025-03-22,2024-12-31,Webinar,Pipeline,False,False,,,28,POC setup,New Business,2024-12-31T00:00:00
2458,116,3,Horizon Technologies - New Business,Prospecting,28488,2025-05-10,2024-10-04,Webinar,Pipeline,False,False,CompetitorE,,13,Reference call,New Business,2024-10-04T00:00:00
2459,412,14,Elevate Group - New Business,Discovery,159871,2022-06-03,2021-11-13,Inbound - Content,Pipeline,False,False,,,42,Legal review,New Business,2021-11-13T00:00:00
2460,808,8,Nexus Group - Platform Deal,Prospecting,36843,2022-09-06,2022-09-14,Webinar,Pipeline,False,False,CompetitorD,,40,Contract signing,New Business,2022-09-14T00:00:00
2461,733,12,Summit Holdings - New Business,Qualification,11779,2023-08-18,2023-06-20,Partner Referral,Best Case,False,False,Open Source Alternative,,53,POC setup,New Business,2023-06-20T00:00:00
2462,916,9,Synergy Inc - New Business,Qualification,173740,2023-06-12,2022-11-02,Inbound - Content,Best Case,False,False,CompetitorE,,22,Contract signing,New Business,2022-11-02T00:00:00
2463,136,12,Atlas Services - New Business,Discovery,22184,2023-04-25,2022-09-01,Outbound - SDR,Pipeline,False,False,CompetitorD,,29,POC setup,New Business,2022-09-01T00:00:00
2464,233,14,Synergy Technologies - Platform Deal,Discovery,23349,2025-07-22,2024-11-14,Inbound - Content,Pipeline,False,False,CompetitorA,,78,,New Business,2024-11-14T00:00:00
2465,705,12,Atlas Services - Initial License,Qualification,190164,2023-11-09,2023-04-16,Inbound - Content,Best Case,False,False,CompetitorE,,32,Schedule demo,New Business,2023-04-16T00:00:00
2466,359,2,Quantum Digital - New Business,Proposal,464317,2024-08-12,2024-02-18,Inbound - Web,Best Case,False,False,CompetitorB,,31,Legal review,New Business,2024-02-18T00:00:00
2467,71,8,Apex Solutions - Initial License,Negotiation,53843,2025-03-26,2024-11-22,Outbound - SDR,Commit,False,False,CompetitorB,,17,Contract signing,New Business,2024-11-22T00:00:00
2468,863,16,Apex Platforms - Additional Seats,Closed Lost,75120,2024-11-19,2024-10-05,Event,Omitted,False,True,CompetitorC,Feature Gap,45,,Expansion,2024-10-05T00:00:00
2469,880,13,Horizon Inc - Initial License,Prospecting,44279,2024-11-20,2024-10-16,Webinar,Pipeline,False,False,,,49,,New Business,2024-10-16T00:00:00
2470,735,4,Nova Labs - Platform Deal,Qualification,130711,2024-08-20,2024-03-29,Outbound - AE,Best Case,False,False,CompetitorE,,22,POC setup,New Business,2024-03-29T00:00:00
2471,379,15,Zenith Labs - Initial License,Discovery,39706,2024-04-25,2024-03-13,Outbound - SDR,Pipeline,False,False,,,22,Technical review,New Business,2024-03-13T00:00:00
2472,910,13,Pinnacle Digital - Platform Deal,Proposal,142660,2023-04-06,2023-04-23,Inbound - Content,Best Case,False,False,,,70,Executive alignment,New Business,2023-04-23T00:00:00
2473,233,6,Synergy Technologies - Platform Deal,Discovery,39249,2025-05-30,2024-12-16,Product-Led,Pipeline,False,False,Open Source Alternative,,2,Reference call,New Business,2024-12-16T00:00:00
2474,174,10,Pinnacle Software - Initial License,Discovery,187888,2025-02-28,2024-12-28,Outbound - SDR,Pipeline,False,False,CompetitorE,,53,Send proposal,New Business,2024-12-28T00:00:00
2323,212,8,Nova Corp - Platform Deal,Prospecting,111981,2025-03-29,2024-11-22,Partner Referral,Pipeline,False,False,CompetitorE,,6,Schedule demo,New Business,2024-11-22T00:00:00
2476,124,12,Optima Technologies - New Business,Qualification,233187,2023-09-28,2023-06-18,Partner Referral,Best Case,False,False,,,19,Legal review,New Business,2023-06-18T00:00:00
2477,775,1,Zenith Services - Platform Deal,Proposal,7982,2023-12-27,2023-10-31,Partner Referral,Best Case,False,False,CompetitorA,,22,Executive alignment,New Business,2023-10-31T00:00:00
2478,795,7,Atlas Solutions - Platform Deal,Proposal,268753,2025-02-05,2024-12-14,Product-Led,Best Case,False,False,,,56,Executive alignment,New Business,2024-12-14T00:00:00
2479,254,16,Global Holdings - Additional Seats,Discovery,51280,2023-12-07,2023-04-13,Inbound - Web,Pipeline,False,False,,,6,Executive alignment,Expansion,2023-04-13T00:00:00
2480,209,15,Vertex Analytics - Initial License,Negotiation,5103,2025-01-23,2024-07-13,Product-Led,Commit,False,False,CompetitorA,,27,POC setup,New Business,2024-07-13T00:00:00
2481,250,3,Global Analytics - Expansion,Prospecting,15488,2024-09-23,2024-07-11,Inbound - Web,Pipeline,False,False,CompetitorB,,3,Legal review,Expansion,2024-07-11T00:00:00
2482,573,11,Quantum Networks - Platform Deal,Discovery,201227,2025-05-08,2024-11-27,Outbound - AE,Pipeline,False,False,CompetitorA,,31,Executive alignment,New Business,2024-11-27T00:00:00
2483,874,6,Atlas Group - Contract Renewal,Closed Won,48946,2024-12-31,2024-10-01,,Closed,True,True,CompetitorD,,32,,Renewal,2024-10-01T00:00:00
2484,818,1,Pacific Digital - Initial License,Prospecting,21508,2025-04-04,2024-10-23,Webinar,Pipeline,False,False,CompetitorA,,33,,New Business,2024-10-23T00:00:00
2485,325,9,Optima Services - New Business,Proposal,33475,2025-02-11,2024-08-29,Event,Best Case,False,False,CompetitorB,,11,Executive alignment,New Business,2024-08-29T00:00:00
2486,210,10,Apex Platforms - Platform Deal,Discovery,98175,2025-01-28,2024-09-11,Partner Referral,Pipeline,False,False,,,29,Schedule demo,New Business,2024-09-11T00:00:00
2487,731,7,Acme Enterprises - Additional Seats,Qualification,94888,2024-05-18,2024-01-16,Webinar,Best Case,False,False,CompetitorA,,27,Legal review,Expansion,2024-01-16T00:00:00
2488,301,12,Atlas Partners - Initial License,Prospecting,16229,2024-05-16,2024-03-20,Outbound - AE,Pipeline,False,False,CompetitorA,,18,Send proposal,New Business,2024-03-20T00:00:00
2489,183,10,Nexus Inc - Platform Deal,Discovery,13583,2024-11-11,2024-09-18,Outbound - AE,Pipeline,False,False,CompetitorE,,23,Technical review,New Business,2024-09-18T00:00:00
2490,308,12,Vanguard Solutions - Platform Deal,Discovery,60811,2025-01-27,2024-06-18,Outbound - AE,Pipeline,False,False,CompetitorB,,27,Reference call,New Business,2024-06-18T00:00:00
2491,759,6,Atlas Dynamics - New Business,Qualification,37852,2024-03-06,2024-01-10,Outbound - AE,Best Case,False,False,,,39,,New Business,2024-01-10T00:00:00
2492,645,3,Zenith Holdings - Platform Deal,Qualification,28027,2021-09-09,2020-12-15,Inbound - Content,Best Case,False,False,CompetitorD,,11,Technical review,New Business,2020-12-15T00:00:00
2493,954,12,Nova Enterprises - Initial License,Prospecting,20827,2025-02-01,2024-08-20,Event,Pipeline,False,False,,,37,POC setup,New Business,2024-08-20T00:00:00
2494,928,13,Quantum Inc - New Business,Proposal,9518,2025-01-15,2024-06-13,,Best Case,False,False,Open Source Alternative,,10,,New Business,2024-06-13T00:00:00
2495,653,15,Apex Partners - Platform Deal,Qualification,64126,2023-10-24,2023-07-31,Outbound - SDR,Best Case,False,False,CompetitorD,,6,Reference call,New Business,2023-07-31T00:00:00
2496,196,11,Global Networks - Platform Deal,Proposal,37247,2024-12-02,2024-09-23,Inbound - Content,Best Case,False,False,,,60,Legal review,New Business,2024-09-23T00:00:00
2497,659,11,Velocity Partners - Platform Deal,Proposal,40126,2024-06-10,2023-10-13,Product-Led,Best Case,False,False,,,35,,New Business,2023-10-13T00:00:00
2498,503,3,Fusion Platforms - Platform Deal,Discovery,33579,2024-05-02,2024-05-19,Inbound - Web,Pipeline,False,False,CompetitorB,,21,Contract signing,New Business,2024-05-19T00:00:00
2499,938,8,Global Dynamics - Platform Deal,Closed Lost,168418,2023-12-24,2023-08-08,Partner Referral,Omitted,False,True,CompetitorD,Champion Left,53,,New Business,2023-08-08T00:00:00
2500,223,16,Apex Analytics - New Business,Prospecting,7068,2025-07-14,2024-12-03,Outbound - SDR,Pipeline,False,False,CompetitorA,,51,Contract signing,New Business,2024-12-03T00:00:00
2501,606,3,Zenith Holdings - Initial License,Qualification,46510,2024-11-08,2024-04-25,Product-Led,Best Case,False,False,Open Source Alternative,,12,POC setup,New Business,2024-04-25T00:00:00
2502,246,16,Atlas Inc - Initial License,Closed Won,129194,2024-12-31,2024-11-15,Partner Referral,Closed,True,True,,,27,,New Business,2024-11-15T00:00:00
2503,135,8,Acme Holdings - New Business,Prospecting,32607,2021-07-31,2021-06-22,Outbound - AE,Pipeline,False,False,,,43,Reference call,New Business,2021-06-22T00:00:00
2504,578,1,Nova Networks - New Business,Qualification,5405,2022-05-04,2022-04-02,Product-Led,Best Case,False,False,Open Source Alternative,,35,Schedule demo,New Business,2022-04-02T00:00:00
2505,605,11,Catalyst Software - Initial License,Closed Won,35111,2024-06-04,2024-02-11,Inbound - Web,Closed,True,True,,,4,,New Business,2024-02-11T00:00:00
2506,838,16,Catalyst Digital - New Business,Qualification,37126,2025-03-11,2024-11-15,Event,Best Case,False,False,Open Source Alternative,,16,Reference call,New Business,2024-11-15T00:00:00
2507,53,12,Pacific Software - New Business,Closed Lost,189558,2022-09-04,2022-05-31,Product-Led,Omitted,False,True,CompetitorB,Price,8,,New Business,2022-05-31T00:00:00
2508,689,16,Vanguard Holdings - Platform Deal,Qualification,21745,2025-05-01,2024-10-10,Product-Led,Best Case,False,False,,,32,Technical review,New Business,2024-10-10T00:00:00
2509,342,6,Optima Dynamics - Initial License,Prospecting,40508,2023-02-22,2023-01-07,Outbound - AE,Pipeline,False,False,,,42,Legal review,New Business,2023-01-07T00:00:00
2510,418,16,Zenith Networks - New Business,Closed Lost,86810,2024-12-31,2024-10-15,Inbound - Web,Omitted,False,True,CompetitorD,Champion Left,21,,New Business,2024-10-15T00:00:00
2511,567,1,Acme Dynamics - New Business,Prospecting,,2025-03-04,2024-09-10,Partner Referral,Pipeline,False,False,,,21,Contract signing,New Business,2024-09-10T00:00:00
2512,95,3,Optima Inc - Platform Deal,Prospecting,165622,2025-06-27,2024-12-09,Outbound - SDR,Pipeline,False,False,Open Source Alternative,,22,Contract signing,New Business,2024-12-09T00:00:00
2513,55,7,Elevate Enterprises - Initial License,Prospecting,913645,2023-08-20,2023-07-07,Inbound - Web,Pipeline,False,False,CompetitorE,,32,Reference call,New Business,2023-07-07T00:00:00
2514,193,9,Summit Corp - Initial License,Proposal,1099799,2024-06-03,2023-10-12,Product-Led,Best Case,False,False,CompetitorB,,37,Legal review,New Business,2023-10-12T00:00:00
2515,222,6,Vanguard Holdings - New Business,Discovery,35900,2024-12-23,2024-09-06,Product-Led,Pipeline,False,False,,,6,Technical review,New Business,2024-09-06T00:00:00
2516,238,16,Velocity Holdings - Platform Deal,Closed Lost,7669,2024-12-19,2024-11-09,Partner Referral,Omitted,False,True,CompetitorB,Champion Left,13,,New Business,2024-11-09T00:00:00
2517,836,7,Summit Analytics - Initial License,Closed Lost,24708,2024-12-31,2024-09-22,Product-Led,Omitted,False,True,CompetitorA,No Decision,38,,New Business,2024-09-22T00:00:00
2518,577,6,Vertex Dynamics - Initial License,Negotiation,43907,2024-03-07,2024-01-07,Outbound - SDR,Commit,False,False,CompetitorD,,20,Reference call,New Business,2024-01-07T00:00:00
2519,743,11,Atlas Digital - Initial License,Negotiation,45047,2025-02-07,2024-10-18,Partner Referral,Commit,False,False,Open Source Alternative,,57,Contract signing,New Business,2024-10-18T00:00:00
2520,963,8,Quantum Systems - Initial License,Qualification,59600,2025-07-20,2024-12-10,Inbound - Content,Best Case,False,False,Open Source Alternative,,41,Contract signing,New Business,2024-12-10T00:00:00
2521,883,7,Vanguard Corp - Initial License,Closed Won,36365,2024-09-22,2024-08-04,Product-Led,Closed,True,True,,,13,,New Business,2024-08-04T00:00:00
2522,456,2,Horizon Labs - New Business,Prospecting,47344,2023-06-24,2023-04-04,Product-Led,Pipeline,False,False,Open Source Alternative,,9,Schedule demo,New Business,2023-04-04T00:00:00
2523,603,3,Velocity Corp - Additional Seats,Prospecting,12931,2024-11-06,2024-05-18,Product-Led,Pipeline,False,False,,,13,Contract signing,Expansion,2024-05-18T00:00:00
2524,475,15,Nova Platforms - Initial License,Prospecting,1021647,2024-09-09,2024-09-16,Outbound - AE,Pipeline,False,False,CompetitorD,,55,Reference call,New Business,2024-09-16T00:00:00
2525,59,15,Atlas Labs - Platform Deal,Prospecting,45422,2025-04-01,2024-07-24,Outbound - AE,Pipeline,False,False,CompetitorB,,40,Send proposal,New Business,2024-07-24T00:00:00
2526,49,12,Global Holdings - Platform Deal,Closed Lost,173936,2024-10-06,2024-04-05,Partner Referral,Omitted,False,True,Open Source Alternative,Budget Cut,2,,New Business,2024-04-05T00:00:00
2527,821,13,Catalyst Enterprises - New Business,Closed Lost,12783,2023-09-20,2023-04-04,,Omitted,False,True,Open Source Alternative,Feature Gap,31,,New Business,2023-04-04T00:00:00
2528,554,11,Atlas Solutions - New Business,Discovery,136683,2022-05-03,2022-05-08,Outbound - SDR,Pipeline,False,False,,,48,Send proposal,New Business,2022-05-08T00:00:00
2529,788,1,Acme Solutions - Initial License,Closed Won,20253,2024-12-31,2024-10-20,Product-Led,Closed,True,True,,,30,,New Business,2024-10-20T00:00:00
2530,615,5,Pacific Inc - New Business,Closed Won,20246,2022-06-09,2022-03-08,Webinar,Closed,True,True,CompetitorB,,48,,New Business,2022-03-08T00:00:00
2531,400,4,Vanguard Inc - Platform Deal,Prospecting,34496,2024-07-08,2024-01-28,Outbound - SDR,Pipeline,False,False,,,5,Executive alignment,New Business,2024-01-28T00:00:00
324,30,9,Catalyst Corp - Initial License,Prospecting,19579,2024-06-08,2024-01-14,Event,Pipeline,False,False,,,41,Executive alignment,New Business,2024-01-14T00:00:00
2533,786,1,Catalyst Corp - Platform Deal,Prospecting,157020,2025-03-03,2024-07-20,Webinar,Pipeline,False,False,,,3,POC setup,New Business,2024-07-20T00:00:00
2534,218,15,Nexus Technologies - Initial License,Closed Won,49125,2024-10-13,2024-05-06,Webinar,Closed,True,True,Open Source Alternative,,19,,New Business,2024-05-06T00:00:00
2535,932,14,Synergy Corp - New Business,Negotiation,52495,2024-10-07,2024-05-16,Product-Led,Commit,False,False,Open Source Alternative,,25,Send proposal,New Business,2024-05-16T00:00:00
2536,565,8,Horizon Holdings - Initial License,Prospecting,25022,2025-01-31,2024-12-07,Event,Pipeline,False,False,Open Source Alternative,,34,,New Business,2024-12-07T00:00:00
2537,306,2,Global Inc - Platform Deal,Closed Lost,198654,2024-11-27,2024-08-12,Partner Referral,Omitted,False,True,CompetitorC,Budget Cut,30,,New Business,2024-08-12T00:00:00
2538,989,10,Horizon Networks - Platform Deal,Prospecting,9558,2024-06-09,2024-02-14,Product-Led,Pipeline,False,False,Open Source Alternative,,27,POC setup,New Business,2024-02-14T00:00:00
609,564,14,Atlas Software - Initial License,Qualification,154458,2025-03-24,2024-12-08,Inbound - Content,Best Case,False,False,CompetitorD,,36,,New Business,2024-12-08T00:00:00
2540,725,4,Vanguard Enterprises - Platform Deal,Prospecting,22511,2024-04-04,2023-12-16,Event,Pipeline,False,False,,,23,,New Business,2023-12-16T00:00:00
2541,297,8,Horizon Corp - Platform Deal,Closed Lost,95143,2024-12-26,2024-11-05,Webinar,Omitted,False,True,CompetitorB,Lost to Status Quo,33,,New Business,2024-11-05T00:00:00
2542,524,3,Vertex Inc - New Business,Proposal,44947,2025-04-26,2024-09-14,Outbound - SDR,Best Case,False,False,CompetitorC,,12,Send proposal,New Business,2024-09-14T00:00:00
2543,929,1,Global Networks - Platform Deal,Prospecting,64679,2023-12-26,2023-06-16,Product-Led,Pipeline,False,False,,,39,Legal review,New Business,2023-06-16T00:00:00
2544,43,11,Summit Inc - Platform Deal,Proposal,18555,2024-08-03,2024-06-06,Event,Best Case,False,False,CompetitorC,,46,,New Business,2024-06-06T00:00:00
2431,939,15,Global Holdings - New Business,Qualification,47135,2025-05-21,2024-09-01,,Best Case,False,False,CompetitorA,,43,Technical review,New Business,2024-09-01T00:00:00
2546,447,6,Atlas Analytics - Initial License,Negotiation,987401,2021-02-09,2020-09-09,,Commit,False,False,,,3,Executive alignment,New Business,2020-09-09T00:00:00
2547,972,5,Nexus Systems - Initial License,Qualification,13815,2024-03-23,2023-10-23,Outbound - SDR,Best Case,False,False,CompetitorD,,55,Technical review,New Business,2023-10-23T00:00:00
2548,849,3,Synergy Networks - Initial License,Proposal,135667,2025-03-05,2024-09-24,Partner Referral,Best Case,False,False,CompetitorC,,27,Legal review,New Business,2024-09-24T00:00:00
2549,991,13,Horizon Inc - Platform Deal,Qualification,18895,2025-08-03,2024-11-07,Product-Led,Best Case,False,False,CompetitorB,,43,Legal review,New Business,2024-11-07T00:00:00
2550,135,8,Acme Holdings - New Business,Discovery,48786,2024-12-16,2024-11-11,Webinar,Pipeline,False,False,CompetitorD,,24,Send proposal,New Business,2024-11-11T00:00:00
2551,769,2,Summit Labs - Initial License,Prospecting,164767,2025-02-01,2024-11-09,Inbound - Web,Pipeline,False,False,,,24,,New Business,2024-11-09T00:00:00
2552,643,4,Quantum Partners - Initial License,Prospecting,16990,2024-06-08,2024-02-19,Webinar,Pipeline,False,False,Open Source Alternative,,28,Contract signing,New Business,2024-02-19T00:00:00
2553,541,5,Synergy Labs - Initial License,Proposal,69271,2025-04-20,2024-11-18,Webinar,Best Case,False,False,,,19,Schedule demo,New Business,2024-11-18T00:00:00
2554,741,4,Apex Corp - Initial License,Discovery,20696,2021-07-05,2021-01-04,Inbound - Content,Pipeline,False,False,CompetitorA,,44,POC setup,New Business,2021-01-04T00:00:00
2555,936,6,Summit Networks - Initial License,Proposal,36244,2023-06-20,2023-05-12,Product-Led,Best Case,False,False,CompetitorA,,25,POC setup,New Business,2023-05-12T00:00:00
2556,854,7,Pinnacle Systems - New Business,Closed Lost,48081,2022-08-02,2022-03-13,Inbound - Content,Omitted,False,True,,Budget Cut,21,,New Business,2022-03-13T00:00:00
2557,12,4,Elevate Inc - Initial License,Qualification,129493,2025-08-27,2024-12-01,Inbound - Web,Best Case,False,False,CompetitorA,,22,POC setup,New Business,2024-12-01T00:00:00
2558,855,2,Pinnacle Software - Initial License,Closed Lost,130255,2024-12-27,2024-08-08,Inbound - Web,Omitted,False,True,,Competitor,37,,New Business,2024-08-08T00:00:00
2559,308,12,Vanguard Solutions - Platform Deal,Qualification,27889,2023-10-15,2023-03-04,,Best Case,False,False,,,37,Reference call,New Business,2023-03-04T00:00:00
2560,529,8,Pacific Partners - New Business,Closed Lost,5868,2023-03-10,2022-10-14,,Omitted,False,True,CompetitorB,No Decision,25,,New Business,2022-10-14T00:00:00
2561,608,13,Horizon Corp - New Business,Qualification,,2022-03-25,2022-01-27,Inbound - Web,Best Case,False,False,CompetitorB,,75,,New Business,2022-01-27T00:00:00
2562,3,1,Pacific Platforms - Platform Deal,Closed Lost,564337,2024-12-22,2024-07-27,Product-Led,Omitted,False,True,CompetitorA,Lost to Status Quo,39,,New Business,2024-07-27T00:00:00
2563,476,1,Horizon Services - Initial License,Closed Lost,163108,2024-06-28,2024-04-08,Outbound - SDR,Omitted,False,True,CompetitorA,Competitor,33,,New Business,2024-04-08T00:00:00
2564,7,12,Elevate Dynamics - New Business,Negotiation,22083,2023-08-13,2023-02-10,Partner Referral,Commit,False,False,,,26,Send proposal,New Business,2023-02-10T00:00:00
2565,492,10,Atlas Enterprises - Platform Deal,Closed Lost,46220,2024-12-31,2024-12-14,Inbound - Web,Omitted,False,True,CompetitorB,Lost to Status Quo,47,,New Business,2024-12-14T00:00:00
2566,312,7,Global Analytics - Initial License,Proposal,70782,2025-04-15,2024-11-07,Outbound - SDR,Best Case,False,False,CompetitorC,,50,Executive alignment,New Business,2024-11-07T00:00:00
2567,161,14,Velocity Services - New Business,Prospecting,12999,2022-01-06,2021-05-07,Webinar,Pipeline,False,False,,,43,Technical review,New Business,2021-05-07T00:00:00
2568,829,16,Nexus Holdings - Platform Deal,Discovery,162837,2025-02-21,2024-06-17,Event,Pipeline,False,False,CompetitorC,,41,Send proposal,New Business,2024-06-17T00:00:00
2569,503,6,Fusion Platforms - Platform Deal,Discovery,50969,2024-07-16,2024-03-22,Partner Referral,Pipeline,False,False,CompetitorC,,47,Technical review,New Business,2024-03-22T00:00:00
2570,342,4,Optima Dynamics - New Business,Closed Lost,47194,2024-12-31,2024-09-17,Outbound - AE,Omitted,False,True,,Feature Gap,25,,New Business,2024-09-17T00:00:00
2571,609,3,Atlas Software - New Business,Closed Lost,409562,2024-12-31,2024-10-21,Webinar,Omitted,False,True,Open Source Alternative,Competitor,34,,New Business,2024-10-21T00:00:00
2572,805,7,Elevate Partners - New Business,Discovery,48279,2025-03-22,2024-07-14,Partner Referral,Pipeline,False,False,,,19,Reference call,New Business,2024-07-14T00:00:00
2573,32,12,Global Services - New Business,Proposal,12200,2024-01-07,2023-04-23,Webinar,Best Case,False,False,,,4,Executive alignment,New Business,2023-04-23T00:00:00
2574,85,6,Velocity Platforms - Platform Deal,Qualification,182269,2023-04-16,2022-12-02,Webinar,Best Case,False,False,,,56,Reference call,New Business,2022-12-02T00:00:00
2575,456,2,Horizon Labs - Initial License,Closed Lost,49718,2023-06-03,2023-06-13,Outbound - AE,Omitted,False,True,CompetitorE,Competitor,13,,New Business,2023-06-13T00:00:00
1823,372,2,Nova Enterprises - New Business,Proposal,106028,2023-04-12,2023-01-19,Outbound - SDR,Best Case,False,False,,,39,Technical review,New Business,2023-01-19T00:00:00
2577,762,7,Pinnacle Enterprises - Platform Deal,Discovery,34512,2025-05-26,2024-10-04,Outbound - AE,Pipeline,False,False,CompetitorB,,11,POC setup,New Business,2024-10-04T00:00:00
2578,85,6,Velocity Platforms - New Business,Qualification,122442,2024-07-08,2024-05-17,Webinar,Best Case,False,False,CompetitorC,,49,Contract signing,New Business,2024-05-17T00:00:00
2579,908,4,Atlas Analytics - New Business,Qualification,141255,2023-03-27,2022-12-01,Event,Best Case,False,False,,,35,Legal review,New Business,2022-12-01T00:00:00
2580,943,15,Atlas Group - New Business,Discovery,28372,2025-07-19,2024-12-25,Outbound - SDR,Pipeline,False,False,,,12,Contract signing,New Business,2024-12-25T00:00:00
2581,809,1,Synergy Systems - New Business,Discovery,43321,2025-06-06,2024-11-09,Outbound - SDR,Pipeline,False,False,,,21,Legal review,New Business,2024-11-09T00:00:00
2582,531,10,Vertex Holdings - Initial License,Prospecting,18890,2024-06-11,2023-11-11,Webinar,Pipeline,False,False,,,50,POC setup,New Business,2023-11-11T00:00:00
2583,131,6,Optima Platforms - Platform Deal,Qualification,167868,2024-08-03,2024-08-13,Outbound - AE,Best Case,False,False,CompetitorD,,53,Reference call,New Business,2024-08-13T00:00:00
2584,443,16,Elevate Technologies - Initial License,Proposal,30807,2025-03-13,2024-12-26,Partner Referral,Best Case,False,False,CompetitorB,,2,POC setup,New Business,2024-12-26T00:00:00
2585,492,9,Atlas Enterprises - Platform Deal,Closed Lost,54849,2024-12-31,2024-08-21,Product-Led,Omitted,False,True,CompetitorA,No Decision,1,,New Business,2024-08-21T00:00:00
2586,429,16,Catalyst Software - Platform Deal,Discovery,44123,2024-05-18,2024-03-19,,Pipeline,False,False,CompetitorC,,3,Legal review,New Business,2024-03-19T00:00:00
2587,260,14,Apex Digital - Platform Deal,Discovery,33392,2022-05-08,2021-11-21,Webinar,Pipeline,False,False,,,59,,New Business,2021-11-21T00:00:00
2588,896,12,Nexus Enterprises - Initial License,Proposal,32063,2024-12-11,2024-05-21,Outbound - SDR,Best Case,False,False,CompetitorA,,24,,New Business,2024-05-21T00:00:00
2589,400,4,Vanguard Inc - Platform Deal,Prospecting,18777,2025-01-22,2024-09-22,Event,Pipeline,False,False,CompetitorD,,36,Contract signing,New Business,2024-09-22T00:00:00
2590,147,7,Apex Software - New Business,Prospecting,598847,2025-05-06,2024-11-04,Event,Pipeline,False,False,CompetitorD,,35,Legal review,New Business,2024-11-04T00:00:00
2591,870,10,Vanguard Systems - Initial License,Closed Lost,142148,2023-05-23,2023-04-28,Event,Omitted,False,True,CompetitorA,Timing,21,,New Business,2023-04-28T00:00:00
2592,201,15,Vertex Platforms - Initial License,Proposal,28186,2025-03-12,2024-11-05,Outbound - SDR,Best Case,False,False,,,33,Schedule demo,New Business,2024-11-05T00:00:00
2593,790,6,Summit Solutions - Upsell,Prospecting,293036,2025-04-29,2024-11-13,Webinar,Pipeline,False,False,CompetitorB,,18,,Expansion,2024-11-13T00:00:00
2594,395,8,Horizon Dynamics - Platform Deal,Prospecting,34191,2025-01-28,2024-07-12,Product-Led,Pipeline,False,False,,,26,Schedule demo,New Business,2024-07-12T00:00:00
2595,490,13,Nexus Solutions - Initial License,Qualification,89959,2021-06-01,2020-12-17,Inbound - Web,Best Case,False,False,CompetitorA,,30,POC setup,New Business,2020-12-17T00:00:00
2596,394,4,Quantum Solutions - Initial License,Prospecting,84011,2025-05-10,2024-10-12,Outbound - SDR,Pipeline,False,False,Open Source Alternative,,9,Technical review,New Business,2024-10-12T00:00:00
2597,232,2,Pinnacle Technologies - New Business,Closed Lost,58516,2024-12-31,2024-12-14,Event,Omitted,False,True,,Budget Cut,39,,New Business,2024-12-14T00:00:00
2598,912,13,Summit Analytics - New Business,Closed Lost,5193,2024-09-18,2024-04-03,Outbound - SDR,Omitted,False,True,,Competitor,8,,New Business,2024-04-03T00:00:00
2599,683,13,Optima Technologies - New Business,Qualification,16791,2025-01-12,2024-06-03,Inbound - Content,Best Case,False,False,Open Source Alternative,,27,Send proposal,New Business,2024-06-03T00:00:00
2600,875,1,Synergy Analytics - New Business,Discovery,478664,2022-06-12,2021-11-10,,Pipeline,False,False,,,13,,New Business,2021-11-10T00:00:00
2601,145,13,Nova Software - Initial License,Closed Won,36042,2024-01-14,2023-12-08,Product-Led,Closed,True,True,CompetitorA,,15,,New Business,2023-12-08T00:00:00
2602,793,12,Zenith Holdings - Initial License,Qualification,10141,2024-07-09,2024-03-31,Inbound - Web,Best Case,False,False,CompetitorD,,14,Send proposal,New Business,2024-03-31T00:00:00
