tracker_id,call_id,tracker_name,tracker_category,mention_count
14464,6227,Objection - Team Adoption Concern,Objection,5
14465,6227,Competitor - CompetitorA,Competitor,2
14466,6228,Technical - Custom Workflow Needs,Technical,7
14467,6228,Technical - API Integration,Technical,6
14468,6229,Competitor - CompetitorC,Competitor,5
14469,6229,Pricing - Requested Quote,Pricing,2
14470,6229,Budget - Freeze Mentioned,Budget,8
14471,6229,Budget - Reallocating Funds,Budget,8
14472,6229,Risk - No Decision Likely,Risk,5
14473,6229,Budget - Approved,Budget,1
14474,6229,Technical - Performance Requirements,Technical,8
14475,6229,Objection - Too Complex,Objection,6
14476,6230,Risk - Stakeholder Pushback,Risk,3
14477,6230,Discount - Multi-Year Ask,Discount,8
14478,6230,Next Steps Discussed,Buying Signal,4
14479,6230,Objection - Too Complex,Objection,1
14480,6230,Security - SSO Requirement,Security,2
14481,6230,Pricing - Compared to Competitor,Pricing,4
14482,6231,Competitor - CompetitorD,Competitor,6
14483,6231,Decision Timeline Confirmed,Buying Signal,8
14484,6231,Discount - End of Quarter,Discount,5
14485,6231,Security - SSO Requirement,Security,2
14486,6231,Objection - Missing Feature,Objection,3
14487,6231,Technical - SSO / SAML Setup,Technical,8
14488,6231,Pricing - Compared to Competitor,Pricing,1
14489,6232,Competitor - CompetitorA,Competitor,5
14490,6232,Risk - Delayed Timeline,Risk,6
14491,6232,Security - Data Residency,Security,1
14492,6233,POC Requested,Buying Signal,-1
14493,6234,Competitor - CompetitorA,Competitor,7
14494,6234,Risk - Competitor Evaluation,Risk,7
14495,6234,Objection - Team Adoption Concern,Objection,5
14496,6235,Competitor - CompetitorB,Competitor,6
14497,6235,Competitor - CompetitorC,Competitor,2
14498,6235,Risk - Legal Blockers,Risk,7
14499,6235,Risk - Stakeholder Pushback,Risk,1
14500,6235,Pricing - Too Expensive Objection,Pricing,6
14501,6236,Budget - Freeze Mentioned,Budget,5
14502,6236,Reference Call Requested,Buying Signal,8
14503,6236,Objection - Missing Feature,Objection,2
14504,6236,Security - GDPR Compliance,Security,2
14505,6236,Competitor - CompetitorC,Competitor,3
14506,6236,Budget - Needs Approval,Budget,4
14507,6237,Pricing - Requested Quote,Pricing,2
14508,6237,Decision Maker Involved,Buying Signal,1
14509,6237,Discount - Competitive Match,Discount,4
14510,6239,Competitor - CompetitorA,Competitor,8
14511,6239,Discount - Multi-Year Ask,Discount,2
14512,6239,Competitor - Open Source Alternative,Competitor,4
14513,6240,Objection - Missing Feature,Objection,7
14514,6240,Technical - Custom Workflow Needs,Technical,4
14515,6240,Reference Call Requested,Buying Signal,7
14516,6240,Objection - Too Complex,Objection,3
14517,6241,Discount - Multi-Year Ask,Discount,4
14518,6241,Risk - Competitor Evaluation,Risk,8
14519,6241,Budget - Needs Approval,Budget,5
14520,6244,Risk - Legal Blockers,Risk,3
14521,6244,Technical - Performance Requirements,Technical,8
14522,6244,Objection - Need More Stakeholder Buy-in,Objection,6
14523,6244,Pricing - Compared to Competitor,Pricing,7
14524,6245,Budget - Reallocating Funds,Budget,7
14525,6245,Technical - Data Migration Plan,Technical,3
14526,6245,Risk - Legal Blockers,Risk,3
14527,6245,,,6
14528,6246,Discount - Multi-Year Ask,Discount,1
14529,6246,Technical - SSO / SAML Setup,Technical,7
14530,6246,Risk - Champion Leaving,Risk,1
14531,6246,Risk - Stakeholder Pushback,Risk,8
14532,6248,Competitor - Open Source Alternative,Competitor,3
14533,6248,,,6
14534,6251,Technical - Performance Requirements,Technical,4
14535,6251,Pricing - Requested Quote,Pricing,3
14536,6251,Pricing - Too Expensive Objection,Pricing,2
14537,6251,Security - Data Residency,Security,5
14538,6253,Technical - API Integration,Technical,7
14539,6253,Competitor - CompetitorC,Competitor,8
14540,6253,Risk - Delayed Timeline,Risk,4
14541,6254,Decision Maker Involved,Buying Signal,4
14542,6254,Risk - Legal Blockers,Risk,2
14543,6260,POC Requested,Buying Signal,5
14544,6260,Objection - Switching Cost,Objection,1
14545,6260,Technical - API Integration,Technical,3
14546,6260,Procurement Process Started,Buying Signal,4
14547,6260,Competitor - CompetitorA,Competitor,7
14548,6261,,,4
14549,6261,Competitor - CompetitorB,Competitor,8
14550,6261,Security - GDPR Compliance,Security,7
14551,6261,Risk - Delayed Timeline,Risk,2
14552,6261,Competitor - Open Source Alternative,Competitor,1
14553,6262,Security - SSO Requirement,Security,8
14554,6262,Reference Call Requested,Buying Signal,6
14555,6262,Decision Maker Involved,Buying Signal,6
14556,6262,Technical - Performance Requirements,Technical,2
14557,6263,Objection - Switching Cost,Objection,5
14558,6263,Security - Penetration Testing,Security,6
14559,6263,Technical - Performance Requirements,Technical,6
14560,6263,Pricing - Requested Quote,Pricing,2
14561,6263,Competitor - Open Source Alternative,Competitor,2
14562,6263,Risk - Budget Freeze,Risk,5
14563,6264,Budget - Approved,Budget,2
14564,6264,Risk - Stakeholder Pushback,Risk,3
14565,6264,Decision Maker Involved,Buying Signal,5
14566,6264,Risk - Legal Blockers,Risk,3
14567,6265,Technical - Performance Requirements,Technical,8
14568,6265,Technical - API Integration,Technical,8
14569,6265,Pricing - Volume Discount,Pricing,4
14570,6265,Security - SOC2 Compliance,Security,5
14571,6265,,,3
14572,6265,Competitor - CompetitorB,Competitor,7
14573,6265,Risk - Stakeholder Pushback,Risk,8
14574,6265,POC Requested,Buying Signal,6
14575,6267,,,8
14576,6267,Risk - Champion Leaving,Risk,2
14577,6267,Procurement Process Started,Buying Signal,7
14578,6269,Pricing - Volume Discount,Pricing,8
14579,6270,Budget - Approved,Budget,2
14580,6270,Discount - Multi-Year Ask,Discount,8
14581,6273,Competitor - CompetitorD,Competitor,3
14582,6273,Objection - Too Complex,Objection,8
14583,6273,Objection - Need More Stakeholder Buy-in,Objection,2
14584,6273,Objection - Team Adoption Concern,Objection,2
14585,6275,Risk - Budget Freeze,Risk,3
14586,6275,Competitor - CompetitorE,Competitor,1
14587,6275,Competitor - CompetitorB,Competitor,7
14588,6275,Pricing - Enterprise Tier,Pricing,3
14589,6277,Objection - Team Adoption Concern,Objection,3
14590,6277,Risk - Competitor Evaluation,Risk,8
14591,6277,Competitor - CompetitorD,Competitor,5
14592,6279,Security - SSO Requirement,Security,3
14593,6280,Contract Review Started,Buying Signal,3
14594,6280,Budget - Freeze Mentioned,Budget,4
14595,6280,Competitor - CompetitorC,Competitor,1
14596,6280,Budget - Needs Approval,Budget,7
14597,6280,Competitor - CompetitorA,Competitor,1
14598,6282,Budget - Reallocating Funds,Budget,2
14599,6282,Pricing - Enterprise Tier,Pricing,6
14600,6283,Competitor - CompetitorB,Competitor,4
14601,6283,Discount - End of Quarter,Discount,1
14602,6284,Pricing - Compared to Competitor,Pricing,6
14603,6284,Objection - Missing Feature,Objection,5
14604,6284,Budget - Approved,Budget,3
14605,6286,Pricing - Enterprise Tier,Pricing,8
14606,6286,Competitor - CompetitorD,Competitor,4
14607,6286,Risk - Budget Freeze,Risk,5
14608,6289,Competitor - CompetitorE,Competitor,1
14609,6289,Competitor - CompetitorA,Competitor,2
14610,6289,Pricing - Compared to Competitor,Pricing,8
14611,6292,Contract Review Started,Buying Signal,1
14612,6292,Budget - Approved,Budget,1
14613,6293,Pricing - Too Expensive Objection,Pricing,8
14614,6293,Security - Data Residency,Security,6
14615,6293,Technical - Performance Requirements,Technical,5
14616,6293,Budget - Needs Approval,Budget,6
14617,6293,Competitor - CompetitorC,Competitor,5
14618,6293,Competitor - Open Source Alternative,Competitor,4
14619,6295,Decision Timeline Confirmed,Buying Signal,6
14620,6295,Pricing - Compared to Competitor,Pricing,3
14621,6295,,,4
14622,6295,Objection - Switching Cost,Objection,7
14623,6297,Risk - Budget Freeze,Risk,4
14624,6297,Competitor - CompetitorD,Competitor,7
14625,6297,Risk - Delayed Timeline,Risk,1
14626,6297,,,2
14627,6299,Discount - End of Quarter,Discount,2
14628,6299,Budget - Freeze Mentioned,Budget,7
14629,6299,Pricing - Too Expensive Objection,Pricing,5
14630,6299,Discount - Multi-Year Ask,Discount,5
14631,6299,,,2
14632,6300,Discount - End of Quarter,Discount,7
14633,6300,Pricing - Compared to Competitor,Pricing,3
14634,6300,Security - Data Residency,Security,2
14635,6300,Security - Penetration Testing,Security,4
14636,6300,POC Requested,Buying Signal,6
14637,6300,Risk - Champion Leaving,Risk,7
14638,6303,Discount - Competitive Match,Discount,3
14639,6303,POC Requested,Buying Signal,6
14640,6303,Competitor - CompetitorB,Competitor,5
14641,6303,Risk - Competitor Evaluation,Risk,1
14642,6303,Pricing - Enterprise Tier,Pricing,5
14643,6303,Competitor - CompetitorC,Competitor,7
14644,6303,Pricing - Requested Quote,Pricing,8
14645,6304,Technical - SSO / SAML Setup,Technical,4
14646,6304,Discount - Competitive Match,Discount,8
14647,6304,Contract Review Started,Buying Signal,8
14648,6304,Technical - Custom Workflow Needs,Technical,8
14649,6305,Objection - Team Adoption Concern,Objection,8
14650,6305,Risk - Delayed Timeline,Risk,3
14651,6305,Pricing - Compared to Competitor,Pricing,1
14652,6306,Procurement Process Started,Buying Signal,3
14653,6306,Objection - Too Complex,Objection,4
14654,6307,Technical - Performance Requirements,Technical,5
14655,6308,Decision Timeline Confirmed,Buying Signal,5
14656,6308,Budget - Freeze Mentioned,Budget,5
14657,6308,Competitor - CompetitorB,Competitor,8
14658,6308,Objection - Need More Stakeholder Buy-in,Objection,7
14659,6309,Pricing - Compared to Competitor,Pricing,6
14660,6310,Pricing - Enterprise Tier,Pricing,1
14661,6310,Risk - Competitor Evaluation,Risk,5
14662,6311,Technical - API Integration,Technical,1
14663,6311,Technical - Custom Workflow Needs,Technical,7
14664,6311,Decision Timeline Confirmed,Buying Signal,4
14665,6311,Objection - Switching Cost,Objection,3
14666,6311,Competitor - CompetitorB,Competitor,1
14667,6311,Decision Maker Involved,Buying Signal,1
14668,6313,Objection - Missing Feature,Objection,7
14669,6313,POC Requested,Buying Signal,3
14670,6315,Budget - Freeze Mentioned,Budget,4
14671,6315,Risk - Budget Freeze,Risk,8
14672,6315,Competitor - CompetitorC,Competitor,2
14673,6316,Technical - Custom Workflow Needs,Technical,7
14674,6316,Competitor - CompetitorD,Competitor,6
14675,6318,Discount - End of Quarter,Discount,6
14676,6318,Discount - Multi-Year Ask,Discount,6
14677,6318,Pricing - Volume Discount,Pricing,3
14678,6318,Competitor - CompetitorE,Competitor,2
14679,6319,Decision Maker Involved,Buying Signal,7
14680,6320,Budget - Needs Approval,Budget,4
14681,6320,Competitor - CompetitorB,Competitor,7
14682,6320,Reference Call Requested,Buying Signal,3
14683,6320,Competitor - Open Source Alternative,Competitor,1
14684,6321,Technical - API Integration,Technical,2
14685,6321,Risk - Budget Freeze,Risk,4
14686,6321,Risk - Competitor Evaluation,Risk,4
14687,6324,Pricing - Compared to Competitor,Pricing,8
14688,6324,Risk - Legal Blockers,Risk,3
14689,6324,Pricing - Enterprise Tier,Pricing,2
14690,6324,POC Requested,Buying Signal,1
14691,6326,Technical - Performance Requirements,Technical,7
14692,6327,Budget - Freeze Mentioned,Budget,1
14693,6327,Competitor - CompetitorE,Competitor,1
14694,6327,,,2
14695,6327,Discount - Competitive Match,Discount,8
14696,6327,Pricing - Enterprise Tier,Pricing,3
14697,6328,Objection - Missing Feature,Objection,7
14698,6328,Risk - No Decision Likely,Risk,2
14699,6329,Risk - Legal Blockers,Risk,5
14700,6329,,,5
14701,6329,Risk - Stakeholder Pushback,Risk,3
14702,6331,Reference Call Requested,Buying Signal,2
14703,6331,Budget - Freeze Mentioned,Budget,6
14704,6331,Pricing - Too Expensive Objection,Pricing,4
14705,6331,Competitor - CompetitorE,Competitor,5
14706,6331,Competitor - CompetitorC,Competitor,8
14707,6332,Objection - Switching Cost,Objection,2
14708,6332,Pricing - Volume Discount,Pricing,2
14709,6332,Contract Review Started,Buying Signal,4
14710,6332,Security - SSO Requirement,Security,8
14711,6332,Competitor - CompetitorD,Competitor,3
14712,6332,Risk - Stakeholder Pushback,Risk,3
14713,6333,Technical - API Integration,Technical,7
14714,6333,Pricing - Requested Quote,Pricing,2
14715,6333,Objection - Team Adoption Concern,Objection,2
14716,6334,Competitor - CompetitorA,Competitor,6
14717,6334,Discount - Multi-Year Ask,Discount,2
14718,6334,Decision Timeline Confirmed,Buying Signal,8
14719,6334,Next Steps Discussed,Buying Signal,6
14720,6335,Objection - Too Complex,Objection,7
14721,6335,Technical - Performance Requirements,Technical,2
14722,6335,Technical - Data Migration Plan,Technical,2
14723,6335,Objection - Missing Feature,Objection,2
14724,6335,Competitor - CompetitorD,Competitor,6
14725,6335,Budget - Approved,Budget,2
14726,6336,Discount - Competitive Match,Discount,1
14727,6336,Risk - Competitor Evaluation,Risk,5
14728,6336,Budget - Approved,Budget,3
14729,6337,Pricing - Requested Quote,Pricing,4
14730,6337,Budget - Reallocating Funds,Budget,6
14731,6337,Technical - Custom Workflow Needs,Technical,1
14732,6338,Competitor - CompetitorE,Competitor,6
14733,6338,Pricing - Too Expensive Objection,Pricing,4
14734,6338,Pricing - Compared to Competitor,Pricing,2
14735,6338,Contract Review Started,Buying Signal,2
14736,6340,Budget - Needs Approval,Budget,1
14737,6340,Technical - API Integration,Technical,8
14738,6340,Budget - Reallocating Funds,Budget,5
14739,6340,Technical - Data Migration Plan,Technical,2
14740,6343,Decision Timeline Confirmed,Buying Signal,1
14741,6343,Objection - Switching Cost,Objection,1
14742,6344,Budget - Needs Approval,Budget,6
14743,6344,Objection - Team Adoption Concern,Objection,4
14744,6344,Competitor - CompetitorD,Competitor,3
14745,6344,Procurement Process Started,Buying Signal,5
14746,6345,Contract Review Started,Buying Signal,7
14747,6345,Risk - No Decision Likely,Risk,2
14748,6347,Budget - Freeze Mentioned,Budget,5
14749,6347,Competitor - CompetitorB,Competitor,6
14750,6347,Technical - Performance Requirements,Technical,7
14751,6348,Budget - Reallocating Funds,Budget,7
14752,6348,Procurement Process Started,Buying Signal,7
14753,6348,,,8
14754,6348,Competitor - CompetitorD,Competitor,2
14755,6348,Technical - Data Migration Plan,Technical,4
14756,6349,Technical - Performance Requirements,Technical,-7
14757,6349,Contract Review Started,Buying Signal,3
14758,6351,Pricing - Too Expensive Objection,Pricing,2
14759,6351,Risk - Champion Leaving,Risk,5
14760,6351,Technical - SSO / SAML Setup,Technical,1
14761,6352,Objection - Missing Feature,Objection,6
14762,6352,Objection - Too Complex,Objection,4
14763,6352,Risk - Delayed Timeline,Risk,3
14764,6352,Risk - Stakeholder Pushback,Risk,8
14765,6352,Competitor - CompetitorE,Competitor,2
14766,6353,Discount - End of Quarter,Discount,7
14767,6353,Objection - Need More Stakeholder Buy-in,Objection,8
14768,6353,Competitor - CompetitorC,Competitor,2
14769,6353,Risk - Champion Leaving,Risk,8
14770,6355,POC Requested,Buying Signal,2
14771,6355,Competitor - CompetitorC,Competitor,3
14772,6355,Objection - Too Complex,Objection,1
14773,6356,Security - Data Residency,Security,4
14774,6356,Pricing - Compared to Competitor,Pricing,7
14775,6356,Competitor - Open Source Alternative,Competitor,3
14776,6357,Competitor - CompetitorC,Competitor,5
14777,6357,Competitor - CompetitorE,Competitor,5
14778,6357,Objection - Need More Stakeholder Buy-in,Objection,7
14779,6357,Budget - Freeze Mentioned,Budget,1
14780,6357,Budget - Needs Approval,Budget,1
14781,6357,Risk - Legal Blockers,Risk,6
14782,6357,Risk - Delayed Timeline,Risk,1
14783,6359,Budget - Needs Approval,Budget,4
14784,6359,Discount - Multi-Year Ask,Discount,7
14785,6359,Pricing - Volume Discount,Pricing,8
14786,6359,Risk - Competitor Evaluation,Risk,3
14787,6359,Competitor - CompetitorA,Competitor,7
14788,6359,Pricing - Compared to Competitor,Pricing,1
14789,6360,Risk - Champion Leaving,Risk,5
14790,6360,Objection - Team Adoption Concern,Objection,1
14791,6368,Budget - Needs Approval,Budget,7
14792,6368,Procurement Process Started,Buying Signal,2
14793,6370,Objection - Need More Stakeholder Buy-in,Objection,3
14794,6370,Pricing - Volume Discount,Pricing,6
14795,6370,Pricing - Requested Quote,Pricing,8
14796,6370,Pricing - Compared to Competitor,Pricing,6
14797,6370,Risk - No Decision Likely,Risk,4
14798,6371,Budget - Approved,Budget,3
14799,6372,Objection - Missing Feature,Objection,1
14800,6372,Objection - Switching Cost,Objection,-4
14801,6372,Risk - Delayed Timeline,Risk,3
14802,6372,Risk - Budget Freeze,Risk,8
14803,6372,Next Steps Discussed,Buying Signal,1
14804,6374,Procurement Process Started,Buying Signal,6
14805,6374,Budget - Reallocating Funds,Budget,5
14806,6374,Competitor - CompetitorE,Competitor,5
14807,6374,Objection - Too Complex,Objection,2
14808,6375,Budget - Approved,Budget,8
14809,6375,Objection - Team Adoption Concern,Objection,7
14810,6375,Competitor - CompetitorE,Competitor,2
14811,6376,Competitor - CompetitorA,Competitor,6
14812,6376,POC Requested,Buying Signal,2
14813,6376,Risk - Legal Blockers,Risk,5
14814,6376,Risk - Stakeholder Pushback,Risk,2
14815,6377,Discount - Competitive Match,Discount,1
14816,6377,Discount - Multi-Year Ask,Discount,7
14817,6377,Competitor - CompetitorD,Competitor,2
14818,6377,Technical - Data Migration Plan,Technical,2
14819,6377,,,2
14820,6380,Decision Timeline Confirmed,Buying Signal,1
14821,6380,Procurement Process Started,Buying Signal,1
14822,6380,Competitor - CompetitorA,Competitor,6
14823,6382,Competitor - CompetitorB,Competitor,6
14824,6382,Pricing - Too Expensive Objection,Pricing,8
14825,6382,Competitor - Open Source Alternative,Competitor,6
14826,6382,,,2
14827,6384,Competitor - CompetitorA,Competitor,2
14828,6384,Decision Maker Involved,Buying Signal,3
14829,6384,Discount - End of Quarter,Discount,7
14830,6384,Objection - Need More Stakeholder Buy-in,Objection,7
14831,6384,Competitor - CompetitorB,Competitor,7
14832,6385,Risk - No Decision Likely,Risk,4
14833,6387,Pricing - Enterprise Tier,Pricing,1
14834,6387,Objection - Too Complex,Objection,3
14835,6387,Technical - Data Migration Plan,Technical,3
14836,6387,Risk - Delayed Timeline,Risk,7
14837,6388,Contract Review Started,Buying Signal,2
14838,6388,Decision Maker Involved,Buying Signal,2
14839,6389,Risk - Delayed Timeline,Risk,4
14840,6393,Objection - Missing Feature,Objection,2
14841,6393,Budget - Needs Approval,Budget,4
14842,6393,Objection - Team Adoption Concern,Objection,4
14843,6393,,,8
14844,6393,POC Requested,Buying Signal,3
14845,6394,Risk - Champion Leaving,Risk,8
14846,6394,Next Steps Discussed,Buying Signal,8
14847,6394,Competitor - CompetitorB,Competitor,2
14848,6394,Technical - Data Migration Plan,Technical,3
14849,6395,Security - GDPR Compliance,Security,6
14850,6395,Technical - Performance Requirements,Technical,7
14851,6395,Technical - Custom Workflow Needs,Technical,8
14852,6396,Technical - API Integration,Technical,8
14853,6396,Budget - Reallocating Funds,Budget,1
14854,6396,Objection - Switching Cost,Objection,6
14855,6396,Competitor - CompetitorD,Competitor,2
14856,6396,Discount - Competitive Match,Discount,1
14857,6397,Pricing - Too Expensive Objection,Pricing,4
14858,6397,Objection - Missing Feature,Objection,3
14859,6397,,,4
14860,6399,Pricing - Volume Discount,Pricing,-5
14861,6399,Technical - API Integration,Technical,4
14862,6400,Decision Timeline Confirmed,Buying Signal,4
14863,6400,Competitor - CompetitorA,Competitor,2
14864,6400,Risk - Competitor Evaluation,Risk,1
14865,6400,Discount - End of Quarter,Discount,3
14866,6400,Budget - Reallocating Funds,Budget,4
14867,6401,Discount - Multi-Year Ask,Discount,5
14868,6401,Competitor - Open Source Alternative,Competitor,2
14869,6401,Pricing - Too Expensive Objection,Pricing,6
14870,6401,,,2
14871,6402,Risk - Legal Blockers,Risk,3
14872,6402,,,8
14873,6402,Objection - Switching Cost,Objection,4
14874,6406,Competitor - CompetitorB,Competitor,1
14875,6409,Security - SOC2 Compliance,Security,8
14876,6409,Budget - Reallocating Funds,Budget,7
14877,6409,Technical - Data Migration Plan,Technical,5
14878,6409,Competitor - CompetitorA,Competitor,1
14879,6411,,,1
14880,6411,Security - SSO Requirement,Security,2
14881,6411,Objection - Missing Feature,Objection,-6
14882,6412,Competitor - Open Source Alternative,Competitor,7
14883,6412,Security - GDPR Compliance,Security,8
14884,6412,Budget - Reallocating Funds,Budget,6
14885,6413,Technical - API Integration,Technical,1
14886,6413,Technical - Performance Requirements,Technical,1
14887,6413,Pricing - Enterprise Tier,Pricing,6
14888,6413,Technical - Custom Workflow Needs,Technical,4
14889,6414,Objection - Too Complex,Objection,6
14890,6414,Pricing - Volume Discount,Pricing,7
14891,6414,Discount - Competitive Match,Discount,5
14892,6414,POC Requested,Buying Signal,5
14893,6415,Security - SSO Requirement,Security,7
14894,6415,Competitor - CompetitorB,Competitor,2
14895,6415,Technical - API Integration,Technical,2
14896,6415,Budget - Freeze Mentioned,Budget,1
14897,6416,Competitor - CompetitorC,Competitor,7
14898,6416,Technical - Custom Workflow Needs,Technical,4
14899,6416,Risk - Stakeholder Pushback,Risk,4
14900,6416,Technical - Performance Requirements,Technical,5
14901,6416,Pricing - Requested Quote,Pricing,8
14902,6417,POC Requested,Buying Signal,1
14903,6417,Pricing - Too Expensive Objection,Pricing,7
14904,6417,Budget - Reallocating Funds,Budget,4
14905,6419,Budget - Reallocating Funds,Budget,1
14906,6419,Decision Timeline Confirmed,Buying Signal,1
14907,6420,Budget - Approved,Budget,1
14908,6420,Budget - Reallocating Funds,Budget,3
14909,6420,Risk - No Decision Likely,Risk,8
14910,6420,Competitor - CompetitorD,Competitor,7
14911,6421,Budget - Approved,Budget,4
14912,6421,Procurement Process Started,Buying Signal,4
14913,6421,Risk - Competitor Evaluation,Risk,3
14914,6421,Objection - Switching Cost,Objection,6
14915,6421,Discount - End of Quarter,Discount,4
14916,6421,Risk - Legal Blockers,Risk,1
14917,6422,Discount - Competitive Match,Discount,6
14918,6422,Technical - Performance Requirements,Technical,4
14919,6422,Competitor - CompetitorA,Competitor,6
14920,6422,Budget - Reallocating Funds,Budget,2
14921,6422,Decision Maker Involved,Buying Signal,5
14922,6422,Objection - Missing Feature,Objection,3
14923,6422,Risk - Stakeholder Pushback,Risk,7
14924,6423,Security - Data Residency,Security,5
14925,6424,Procurement Process Started,Buying Signal,1
14926,6424,Budget - Approved,Budget,2
14927,6424,Technical - Data Migration Plan,Technical,-8
14928,6424,Budget - Needs Approval,Budget,3
14929,6425,Competitor - Open Source Alternative,Competitor,7
14930,6425,Procurement Process Started,Buying Signal,8
14931,6427,Objection - Need More Stakeholder Buy-in,Objection,2
14932,6427,Risk - Legal Blockers,Risk,4
14933,6427,Objection - Switching Cost,Objection,5
14934,6427,Budget - Approved,Budget,3
14935,6427,Objection - Missing Feature,Objection,2
14936,6427,Technical - Performance Requirements,Technical,8
14937,6427,Competitor - CompetitorA,Competitor,2
14938,6428,Competitor - CompetitorA,Competitor,1
14939,6428,Technical - API Integration,Technical,3
14940,6428,Decision Maker Involved,Buying Signal,4
14941,6428,Budget - Needs Approval,Budget,1
14942,6428,Pricing - Too Expensive Objection,Pricing,2
14943,6428,Risk - No Decision Likely,Risk,4
14944,6428,Security - Data Residency,Security,8
14945,6428,Competitor - CompetitorE,Competitor,8
14946,6429,Budget - Reallocating Funds,Budget,2
14947,6429,Security - SOC2 Compliance,Security,4
14948,6429,Technical - SSO / SAML Setup,Technical,5
14949,6429,Competitor - CompetitorE,Competitor,7
14950,6429,Security - Data Residency,Security,1
14951,6431,Objection - Missing Feature,Objection,1
14952,6431,Competitor - CompetitorB,Competitor,8
14953,6432,Pricing - Too Expensive Objection,Pricing,6
14954,6432,Budget - Freeze Mentioned,Budget,4
14955,6432,Discount - End of Quarter,Discount,6
14956,6433,Competitor - CompetitorC,Competitor,8
14957,6433,Budget - Freeze Mentioned,Budget,6
14958,6433,Decision Maker Involved,Buying Signal,3
14959,6434,Competitor - CompetitorD,Competitor,8
14960,6434,Discount - Multi-Year Ask,Discount,2
14961,6435,Objection - Team Adoption Concern,Objection,3
14962,6435,Competitor - Open Source Alternative,Competitor,3
14963,6435,Security - Penetration Testing,Security,2
14964,6435,Risk - Legal Blockers,Risk,5
14965,6435,Competitor - CompetitorC,Competitor,6
14966,6437,Objection - Need More Stakeholder Buy-in,Objection,6
14967,6437,Competitor - CompetitorB,Competitor,6
14968,6437,Pricing - Volume Discount,Pricing,2
14969,6437,Technical - API Integration,Technical,5
14970,6438,Budget - Approved,Budget,2
14971,6438,Technical - Performance Requirements,Technical,5
14972,6438,Objection - Need More Stakeholder Buy-in,Objection,4
14973,6438,Pricing - Enterprise Tier,Pricing,4
14974,6438,Pricing - Too Expensive Objection,Pricing,8
14975,6439,Discount - Multi-Year Ask,Discount,4
14976,6439,Competitor - CompetitorC,Competitor,6
14977,6440,Competitor - CompetitorE,Competitor,2
14978,6440,Risk - Stakeholder Pushback,Risk,7
14979,6441,Pricing - Compared to Competitor,Pricing,6
14980,6441,Competitor - CompetitorA,Competitor,6
14981,6441,Budget - Approved,Budget,5
14982,6442,Pricing - Too Expensive Objection,Pricing,-7
14983,6442,,,1
14984,6442,Risk - Stakeholder Pushback,Risk,7
14985,6443,Budget - Reallocating Funds,Budget,4
14986,6444,Competitor - CompetitorA,Competitor,3
14987,6444,Discount - End of Quarter,Discount,3
14988,6444,Security - GDPR Compliance,Security,5
14989,6444,Technical - SSO / SAML Setup,Technical,3
14990,6445,Budget - Needs Approval,Budget,7
14991,6445,Reference Call Requested,Buying Signal,6
14992,6445,Objection - Team Adoption Concern,Objection,6
14993,6445,Competitor - CompetitorB,Competitor,7
14994,6445,Competitor - CompetitorC,Competitor,4
14995,6446,Objection - Team Adoption Concern,Objection,6
14996,6446,Discount - End of Quarter,Discount,5
14997,6446,Risk - Budget Freeze,Risk,2
14998,6446,POC Requested,Buying Signal,7
14999,6446,Security - GDPR Compliance,Security,7
15000,6446,Pricing - Requested Quote,Pricing,6
15001,6446,Pricing - Compared to Competitor,Pricing,5
15002,6447,Security - SSO Requirement,Security,4
15003,6447,Objection - Need More Stakeholder Buy-in,Objection,2
15004,6447,Risk - Delayed Timeline,Risk,7
15005,6447,Risk - Competitor Evaluation,Risk,5
15006,6451,Budget - Needs Approval,Budget,3
15007,6451,Budget - Freeze Mentioned,Budget,4
15008,6452,Budget - Approved,Budget,7
15009,6452,Risk - Legal Blockers,Risk,6
15010,6452,Discount - End of Quarter,Discount,1
15011,6454,Discount - Competitive Match,Discount,2
15012,6454,Competitor - CompetitorD,Competitor,2
15013,6454,Pricing - Volume Discount,Pricing,6
15014,6454,Technical - SSO / SAML Setup,Technical,7
15015,6454,Security - Penetration Testing,Security,4
15016,6457,Objection - Switching Cost,Objection,4
15017,6457,Risk - Delayed Timeline,Risk,4
15018,6457,Competitor - CompetitorB,Competitor,4
15019,6457,Procurement Process Started,Buying Signal,3
15020,6457,Discount - Competitive Match,Discount,7
15021,6458,Risk - Legal Blockers,Risk,6
15022,6458,Competitor - Open Source Alternative,Competitor,1
15023,6458,Pricing - Compared to Competitor,Pricing,6
15024,6458,Pricing - Volume Discount,Pricing,6
15025,6458,Competitor - CompetitorB,Competitor,2
15026,6458,Competitor - CompetitorC,Competitor,2
15027,6458,Competitor - CompetitorD,Competitor,5
15028,6458,Risk - No Decision Likely,Risk,1
15029,6459,Pricing - Compared to Competitor,Pricing,6
15030,6459,Technical - Performance Requirements,Technical,6
15031,6459,Technical - Custom Workflow Needs,Technical,5
15032,6459,Risk - Champion Leaving,Risk,1
15033,6460,Budget - Needs Approval,Budget,4
15034,6460,Risk - Budget Freeze,Risk,3
15035,6460,Pricing - Compared to Competitor,Pricing,1
15036,6460,Risk - Stakeholder Pushback,Risk,2
15037,6460,Competitor - CompetitorC,Competitor,5
15038,6461,Discount - Multi-Year Ask,Discount,5
15039,6461,,,7
15040,6461,Security - Data Residency,Security,4
15041,6461,Pricing - Volume Discount,Pricing,-3
