call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
5157,2984,14,2021-12-27T09:00:00,45,Outbound,Discovery,Completed,2,0.68,239,4,True
5158,2457,10,2024-12-12T16:30:00,54,Outbound,Technical Deep Dive,Completed,5,0.67,88,6,True
5159,3399,8,2024-12-01T14:30:00,55,Outbound,Follow-Up,Completed,7,0.4,82,7,True
5160,1932,13,2023-07-21T10:45:00,56,Outbound,QBR,Rescheduled,1,,,0,False
5161,3862,1,2021-06-27T10:30:00,35,Inbound,Negotiation,Completed,4,0.43,180,27,True
5162,3012,11,2023-02-28T14:45:00,42,Outbound,QBR,Completed,4,0.45,228,14,False
5163,404,3,2024-11-20T11:30:00,34,Outbound,Technical Deep Dive,Completed,8,0.36,102,8,True
5164,111,8,2024-11-24T12:15:00,0,Inbound,Follow-Up,No Show,1,,,0,False
5165,4320,6,2022-03-02T11:45:00,58,Outbound,Follow-Up,Completed,4,0.68,154,11,False
5166,1783,16,2024-12-26T12:15:00,56,Inbound,Discovery,Rescheduled,1,,,0,False
5167,2299,9,2023-02-03T13:15:00,30,Outbound,Check-In,Completed,7,0.49,176,16,True
5168,3389,5,2024-02-15T10:15:00,19,Outbound,Follow-Up,Completed,4,0.66,202,9,True
5169,3328,12,2023-12-06T15:15:00,38,Outbound,Discovery,Completed,4,0.54,132,3,False
5170,4121,12,2024-08-10T13:45:00,51,Outbound,QBR,Completed,5,0.66,228,2,True
5171,1748,3,2024-12-25T09:45:00,16,Outbound,Negotiation,Completed,5,0.49,198,10,False
5172,4414,12,2023-11-25T11:45:00,51,Outbound,Check-In,Completed,7,0.35,34,8,False
5173,1429,12,2023-08-09T09:15:00,52,Outbound,Follow-Up,Completed,6,0.56,78,5,False
5174,4431,15,2023-03-29T12:45:00,2,Outbound,QBR,Voicemail,1,,,0,False
5175,1512,9,2024-12-24T08:30:00,38,Outbound,QBR,Completed,6,0.34,107,13,True
5176,1887,6,2024-12-12T11:45:00,1,Outbound,Check-In,Voicemail,1,,,0,False
5177,917,16,2024-07-11T16:00:00,56,Outbound,Negotiation,Rescheduled,1,,,0,False
5178,1298,9,2024-12-17T16:15:00,60,Outbound,Follow-Up,Completed,5,0.67,250,11,True
5179,3004,6,2024-03-14T11:30:00,35,Outbound,Demo,Completed,8,0.77,134,3,True
5180,4107,4,2024-12-29T14:45:00,18,Outbound,Discovery,Completed,7,0.37,183,16,True
5181,1480,5,2024-12-06T09:00:00,19,Inbound,QBR,Completed,5,0.47,176,6,False
5182,2430,16,2024-12-10T15:15:00,29,Outbound,Follow-Up,Completed,3,0.7,197,9,False
5183,780,14,2024-12-09T10:00:00,58,Outbound,Negotiation,Completed,7,0.62,50,4,False
5184,1015,3,2024-11-26T13:45:00,31,Outbound,Negotiation,Completed,4,0.41,56,12,True
5185,528,16,2024-12-04T13:15:00,34,Inbound,Technical Deep Dive,Completed,2,0.75,141,8,False
5186,149,16,2024-12-28T14:30:00,36,Outbound,Demo,Completed,7,0.46,101,6,True
5187,3965,12,2024-10-27T12:00:00,28,Inbound,Negotiation,Completed,5,0.34,35,14,True
5188,2845,14,2022-03-14T10:15:00,50,Outbound,Check-In,Completed,7,0.53,235,4,False
5189,1098,13,2022-08-29T12:15:00,24,Inbound,Demo,Completed,4,0.59,201,4,False
5190,1843,1,2023-05-31T14:30:00,55,Inbound,QBR,Completed,5,0.38,47,14,True
5191,406,2,2023-06-28T12:15:00,3,Inbound,Negotiation,Voicemail,1,,,0,False
5192,757,2,2024-03-21T15:15:00,48,Inbound,Negotiation,Completed,8,0.54,135,22,True
5193,4591,16,2024-12-08T10:15:00,46,Outbound,Follow-Up,Completed,7,0.47,194,12,True
5194,250,9,2024-10-02T11:30:00,21,Outbound,QBR,Rescheduled,1,,,0,False
5195,4543,11,2024-12-22T12:00:00,33,Outbound,QBR,Completed,7,0.48,215,13,False
5196,3408,9,2024-12-18T17:30:00,28,Inbound,Discovery,Completed,6,0.72,168,10,False
5197,1406,7,2022-12-16T11:45:00,35,Outbound,Check-In,Completed,5,0.63,121,20,True
5198,4933,1,2023-08-04T14:00:00,3,Outbound,Demo,Voicemail,1,,,0,False
5199,4716,12,2024-05-30T14:15:00,54,Inbound,Technical Deep Dive,Completed,5,0.66,253,2,False
5200,326,11,2022-08-18T12:15:00,42,Outbound,Negotiation,Completed,5,0.5,189,6,True
5201,4480,4,2022-10-27T11:00:00,27,Outbound,Demo,Completed,6,0.57,223,18,True
5202,730,3,2024-09-07T10:15:00,46,Outbound,Demo,Rescheduled,1,,,0,False
5203,194,1,2023-04-29T10:00:00,53,Outbound,Follow-Up,Completed,7,0.32,31,4,False
5204,2195,6,2024-11-06T10:15:00,31,Outbound,Technical Deep Dive,Completed,5,0.51,158,5,False
5205,579,12,2022-03-15T11:15:00,0,Outbound,QBR,No Show,1,,,0,False
5206,599,14,2024-11-06T15:45:00,34,Outbound,Check-In,Completed,8,0.49,237,9,False
5207,2804,15,2023-07-30T17:15:00,30,Inbound,Technical Deep Dive,Completed,4,0.53,40,19,True
5208,2578,6,2024-06-18T11:00:00,34,Inbound,Technical Deep Dive,Completed,2,0.54,30,8,False
5209,1119,13,2023-04-04T16:30:00,36,Outbound,Check-In,Completed,8,0.67,283,7,True
5210,3042,5,2024-06-13T15:00:00,25,Outbound,Demo,Completed,6,0.39,37,19,True
5211,1934,14,2023-07-08T11:15:00,54,Inbound,QBR,Completed,3,0.91,201,2,False
5212,1826,4,2024-11-29T15:30:00,39,Outbound,Technical Deep Dive,Completed,5,0.36,73,25,False
5213,2485,9,2024-11-02T09:15:00,15,Outbound,Negotiation,Completed,8,0.72,109,17,True
5214,2316,6,2023-01-09T13:30:00,40,Inbound,Discovery,Completed,7,0.5,220,14,False
5215,1732,16,2024-11-23T13:45:00,48,Outbound,Technical Deep Dive,Completed,2,0.43,62,13,True
5216,1482,11,2022-11-23T12:45:00,38,Outbound,QBR,Completed,5,0.66,90,8,False
5217,2649,2,2024-12-19T11:00:00,38,Outbound,Demo,Completed,8,0.66,155,3,False
5218,441,6,2022-08-31T10:30:00,0,Inbound,Check-In,No Show,1,,,0,False
5219,4375,3,2022-05-20T16:15:00,57,Inbound,Negotiation,Completed,6,0.46,135,15,True
5220,1296,2,2024-12-06T10:00:00,49,Outbound,Discovery,Completed,2,0.46,237,4,True
5221,148,1,2024-12-11T13:30:00,22,Inbound,Discovery,Rescheduled,1,,,0,False
5222,265,10,2024-08-29T16:45:00,0,Outbound,Negotiation,No Show,1,,,0,False
5223,3357,5,2021-01-21T12:15:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
5224,222,16,2024-12-28T17:45:00,60,Inbound,Discovery,Completed,5,0.46,157,3,True
5225,418,14,2023-11-20T15:15:00,53,Inbound,Technical Deep Dive,Completed,4,0.72,139,2,False
5226,336,6,2022-10-23T15:45:00,45,Outbound,QBR,Completed,2,0.61,52,16,True
5227,2852,6,2024-06-18T09:30:00,23,Outbound,Technical Deep Dive,Completed,2,0.42,220,17,True
5228,2067,13,2024-10-12T13:45:00,27,Outbound,Negotiation,Completed,3,0.77,40,10,False
5229,3364,7,2024-09-18T11:30:00,34,Outbound,QBR,Completed,3,0.78,119,8,True
5230,1658,16,2024-12-11T11:00:00,28,Outbound,Check-In,Completed,8,0.58,58,9,True
5231,188,14,2024-09-01T14:15:00,40,Inbound,Check-In,Rescheduled,1,,,0,False
5232,3984,13,2021-05-27T13:00:00,0,Outbound,Check-In,No Show,1,,,0,False
5233,854,1,2023-07-17T11:15:00,25,Outbound,Check-In,Completed,6,0.45,154,19,True
5234,4639,3,2024-12-25T10:30:00,19,Inbound,Discovery,Completed,8,0.53,71,22,False
5235,2581,1,2024-12-09T15:15:00,31,Outbound,Check-In,Rescheduled,1,,,0,False
5236,680,16,2024-12-24T08:15:00,48,Outbound,Negotiation,Completed,6,0.51,30,8,True
5237,4338,7,2024-09-14T10:30:00,37,Outbound,Discovery,Completed,5,0.6,232,9,False
5238,4706,8,2024-08-20T12:00:00,38,Inbound,Technical Deep Dive,Completed,7,0.6,83,8,True
5239,881,11,2021-02-18T14:00:00,32,Outbound,Check-In,Completed,2,0.62,134,17,True
5240,1315,8,2024-12-03T16:00:00,39,Outbound,Negotiation,Rescheduled,1,,,0,False
5241,4883,1,2022-01-27T13:30:00,56,Inbound,QBR,Completed,8,0.49,108,10,True
5242,1331,9,2024-01-09T13:15:00,18,Outbound,Demo,Completed,5,0.66,92,6,True
5243,1252,1,2024-12-10T09:30:00,26,Outbound,Follow-Up,Completed,2,0.59,179,8,True
5244,4495,1,2023-02-04T09:15:00,42,Outbound,Demo,Completed,2,0.44,168,6,False
5245,4412,12,2022-08-22T16:30:00,40,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
5246,56,6,2024-06-30T11:15:00,23,Inbound,Check-In,Completed,2,0.62,228,8,False
5247,2162,16,2024-11-24T12:00:00,35,Outbound,QBR,Completed,4,0.54,129,16,False
5248,1870,1,2022-11-27T10:30:00,25,Outbound,Negotiation,Completed,5,0.3,195,16,False
5249,1598,12,2024-03-21T16:15:00,26,Outbound,QBR,Completed,5,0.67,171,18,True
5250,3247,1,2021-08-03T12:45:00,59,Inbound,QBR,Completed,3,0.45,185,9,True
5251,2379,14,2024-08-03T13:45:00,0,Outbound,Demo,No Show,1,,,0,False
5252,4465,3,2022-06-21T13:00:00,26,Outbound,Negotiation,Completed,4,0.34,46,7,False
5253,1648,12,2022-04-07T12:30:00,40,Outbound,Follow-Up,Completed,8,0.72,202,10,True
5254,967,7,2024-06-18T10:00:00,3,Inbound,QBR,Voicemail,1,,,0,False
5255,1308,15,2024-12-19T14:00:00,1,Inbound,Demo,Voicemail,1,,,0,False
5256,1835,5,2022-07-01T14:45:00,29,Outbound,Check-In,Completed,3,0.36,161,20,True
5257,2060,16,2024-12-06T15:45:00,42,Outbound,Technical Deep Dive,Completed,8,0.63,159,11,False
5258,1801,3,2024-12-20T15:15:00,-33,Outbound,Follow-Up,Completed,8,0.47,55,19,False
5259,2548,3,2024-10-01T16:45:00,46,Inbound,Discovery,Rescheduled,1,,,0,False
5260,1448,7,2023-06-24T15:15:00,54,Inbound,Follow-Up,Completed,7,0.54,232,10,True
5261,3564,16,2024-12-26T12:30:00,0,Outbound,QBR,No Show,1,,,0,False
5262,1983,9,2020-11-15T13:30:00,59,Outbound,Negotiation,Completed,2,0.49,65,15,True
5263,3734,4,2023-10-06T15:45:00,54,Inbound,QBR,Completed,2,0.66,127,10,False
5264,1916,13,2024-04-10T13:00:00,0,Outbound,Discovery,No Show,1,,,0,False
5265,3002,9,2024-12-12T15:30:00,48,Outbound,Follow-Up,Completed,8,0.6,203,5,False
5266,4268,14,2024-12-04T16:15:00,15,Outbound,Negotiation,Completed,6,0.62,228,6,False
5267,1531,13,2024-09-11T15:00:00,34,Outbound,Follow-Up,Rescheduled,1,,,0,False
5268,1154,15,2024-12-20T14:30:00,,Outbound,Negotiation,Completed,7,1.39,139,12,False
5269,3066,15,2024-12-16T13:30:00,27,Outbound,Discovery,Rescheduled,1,,,0,False
5270,1573,13,2024-09-22T14:30:00,30,Outbound,Check-In,Completed,3,1.44,118,13,False
5271,3755,10,2023-07-21T12:45:00,60,Inbound,Technical Deep Dive,Completed,3,1.36,67,5,True
5272,4756,4,2023-08-17T13:45:00,25,Outbound,Negotiation,Rescheduled,1,,,0,False
5273,1339,6,2021-01-06T13:45:00,52,Outbound,Check-In,Completed,8,0.46,156,20,True
5274,4969,8,2024-06-09T11:30:00,37,Outbound,Follow-Up,Completed,5,0.7,50,18,True
5275,306,3,2021-05-19T15:30:00,53,Inbound,Check-In,Completed,4,0.65,200,3,False
5276,3823,7,2023-04-23T15:45:00,38,Inbound,Check-In,Completed,2,0.41,49,4,False
5277,3559,7,2024-04-17T09:15:00,20,Outbound,Demo,Completed,2,0.64,72,6,True
5278,71,7,2023-07-30T16:45:00,60,Outbound,QBR,Completed,6,0.51,65,10,False
5279,562,10,2023-06-29T11:30:00,55,Outbound,Negotiation,Completed,4,0.63,58,9,True
5280,279,15,2024-06-28T11:00:00,40,Outbound,QBR,Rescheduled,1,,,0,False
5281,324,9,2024-04-23T12:00:00,31,Outbound,Follow-Up,Completed,4,0.59,46,15,True
5282,4519,11,2023-06-14T13:30:00,38,Outbound,Negotiation,Completed,3,0.58,80,7,True
5283,3660,14,2023-08-17T14:30:00,52,Outbound,Demo,Completed,5,0.71,224,14,False
5284,2497,11,2023-12-10T11:15:00,21,Outbound,Check-In,Completed,7,0.38,93,13,True
5285,4532,14,2023-08-27T12:30:00,56,Outbound,Follow-Up,Completed,5,0.89,39,3,False
5286,925,11,2024-10-01T17:45:00,17,Outbound,Check-In,Completed,6,0.87,252,6,False
5287,2955,2,2023-10-13T15:00:00,49,Outbound,Check-In,Completed,6,0.4,141,10,True
5288,694,3,2023-11-12T13:30:00,59,Outbound,Demo,Completed,5,0.47,76,6,True
5289,4683,13,2022-08-20T17:00:00,57,Outbound,QBR,Completed,5,0.64,54,9,False
5290,4259,3,2024-06-19T16:30:00,16,Outbound,Technical Deep Dive,Completed,6,0.39,196,20,False
5291,1641,13,2022-07-05T12:00:00,60,Outbound,Negotiation,Rescheduled,1,,,0,False
5292,2257,14,2024-12-07T09:15:00,21,Outbound,Discovery,Completed,7,0.51,121,8,True
5293,4449,2,2023-02-09T12:15:00,53,Inbound,Check-In,Completed,7,0.48,209,16,False
5294,1567,5,2020-11-14T11:15:00,56,Outbound,QBR,Completed,7,0.52,55,6,False
5295,325,4,2022-10-14T15:30:00,0,Outbound,Follow-Up,No Show,1,,,0,False
5296,4359,8,2024-09-26T16:45:00,53,Outbound,QBR,Completed,2,0.35,30,13,False
5297,970,2,2023-05-17T16:45:00,45,Outbound,QBR,Completed,2,0.49,59,4,True
5298,2374,13,2024-10-02T10:15:00,50,Inbound,QBR,Completed,7,0.47,116,9,True
5299,1903,11,2024-12-03T08:15:00,27,Inbound,QBR,Completed,5,0.69,237,11,False
5300,2632,13,2023-01-15T15:45:00,15,Outbound,Discovery,Completed,7,0.53,33,12,True
5301,3043,7,2020-12-13T11:45:00,-31,Outbound,Follow-Up,Completed,5,0.55,172,11,False
5302,601,5,2023-12-10T17:00:00,24,Inbound,Demo,Completed,2,0.82,175,13,True
5303,4702,9,2022-01-13T10:00:00,58,Outbound,Demo,Completed,2,0.52,45,14,False
5304,4313,4,2024-12-14T09:15:00,-48,Inbound,Demo,Completed,8,0.35,222,6,False
5305,2054,3,2024-09-03T08:45:00,0,Outbound,Demo,No Show,1,,,0,False
5306,2772,7,2024-12-20T10:15:00,3,Outbound,Check-In,Voicemail,1,,,0,False
5307,3386,14,2023-05-18T10:30:00,27,Outbound,Follow-Up,Completed,8,0.63,39,8,False
5308,4863,15,2024-09-17T16:30:00,40,Outbound,QBR,Completed,4,0.64,105,9,True
5309,4618,9,2023-04-04T09:45:00,55,Inbound,Check-In,Completed,2,0.77,263,6,False
5310,748,2,2024-10-07T11:30:00,0,Inbound,Technical Deep Dive,No Show,1,,,0,False
5311,696,5,2024-06-09T13:45:00,57,Outbound,Negotiation,Completed,7,0.68,149,10,False
5312,4990,8,2023-11-11T14:30:00,47,Inbound,Negotiation,Completed,2,0.54,146,11,False
5313,1382,12,2024-09-19T14:45:00,0,Outbound,Follow-Up,No Show,1,,,0,False
5314,483,16,2024-11-02T14:30:00,0,Inbound,Follow-Up,No Show,1,,,0,False
5315,2692,2,2024-11-01T11:45:00,,Outbound,QBR,Completed,3,0.5,100,7,False
5316,1360,3,2024-01-25T15:00:00,42,Outbound,Demo,Completed,4,0.54,139,6,True
5317,4628,10,2024-04-21T10:00:00,25,Outbound,Follow-Up,Completed,2,0.66,113,11,False
5318,2348,9,2022-05-14T11:00:00,28,Inbound,QBR,Completed,3,0.39,122,13,False
5319,2195,6,2024-11-14T17:15:00,2,Outbound,Discovery,Voicemail,1,,,0,False
5320,3836,7,2023-11-17T16:30:00,37,Outbound,Discovery,Completed,8,0.65,49,20,False
5321,4833,9,2022-08-07T10:15:00,3,Inbound,QBR,Voicemail,1,,,0,False
5322,981,6,2022-03-05T10:00:00,0,Inbound,Negotiation,No Show,1,,,0,False
5323,4462,7,2023-09-19T10:45:00,43,Outbound,Check-In,Completed,5,0.4,159,4,False
5324,4168,13,2022-04-15T12:30:00,42,Outbound,QBR,Completed,6,0.83,149,3,False
5325,4016,12,2024-12-04T14:45:00,27,Outbound,Check-In,Completed,3,0.52,229,6,False
5326,4511,7,2023-10-04T13:45:00,0,Outbound,Discovery,No Show,1,,,0,False
5327,2842,5,2024-11-13T16:45:00,24,Outbound,QBR,Completed,8,0.58,46,18,False
5328,3174,6,2020-08-24T10:00:00,21,Outbound,Demo,Completed,6,0.76,187,5,False
5329,3816,8,2024-12-09T15:15:00,53,Outbound,Negotiation,Completed,6,0.36,39,13,False
5330,4063,14,2024-12-27T16:00:00,32,Outbound,Follow-Up,Completed,5,0.76,259,3,False
5331,2954,6,2024-12-06T13:00:00,54,Outbound,Discovery,Completed,4,0.38,168,8,True
5332,1603,16,2024-12-01T16:45:00,36,Inbound,Technical Deep Dive,Completed,8,0.72,110,12,True
5333,2473,6,2030-06-15T10:00:00,46,Outbound,QBR,Completed,7,0.52,196,11,True
5334,1023,6,2024-12-02T14:45:00,36,Inbound,Discovery,Completed,5,0.61,161,20,False
5335,1078,14,2024-01-28T15:45:00,20,Outbound,Demo,Completed,3,1.46,44,3,False
5336,2161,12,2023-01-11T15:00:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
5337,2226,10,2024-12-08T08:45:00,50,Outbound,Follow-Up,Completed,2,0.58,99,9,True
5338,2436,2,2023-06-11T12:15:00,,Inbound,Discovery,Completed,2,0.36,95,19,False
5339,60,10,2024-10-30T12:00:00,41,Outbound,QBR,Completed,6,0.64,122,8,False
5340,2097,14,2024-09-30T15:45:00,31,Outbound,Discovery,Completed,2,0.84,166,1,True
5341,2116,11,2023-11-04T14:45:00,50,Outbound,QBR,Completed,7,0.73,65,6,True
5342,1645,15,2024-12-02T12:00:00,26,Outbound,Technical Deep Dive,Completed,5,0.69,234,6,False
5343,1,7,2024-12-12T09:30:00,28,Outbound,Demo,Completed,3,0.45,237,8,True
5344,2748,11,2024-12-07T11:15:00,31,Outbound,Check-In,Completed,3,0.36,40,11,True
5345,2757,13,2024-12-19T13:15:00,53,Inbound,Negotiation,Completed,5,0.49,129,4,False
5346,3177,9,2023-08-21T13:00:00,43,Outbound,Check-In,Completed,2,0.61,130,8,True
5347,2642,9,2023-09-10T13:30:00,40,Outbound,Negotiation,Completed,2,0.82,246,8,True
5348,1745,9,2024-12-31T09:45:00,27,Outbound,Technical Deep Dive,Completed,3,0.73,32,6,True
5349,3989,11,2022-06-14T14:45:00,31,Outbound,QBR,Completed,2,0.39,199,12,False
5350,535,11,2022-04-27T10:15:00,55,Outbound,Check-In,Completed,3,0.38,161,4,True
5351,2351,13,2024-12-09T10:00:00,47,Outbound,Technical Deep Dive,Completed,2,0.66,126,6,False
5352,324,9,2024-04-24T10:30:00,19,Inbound,Check-In,Completed,2,0.51,34,4,True
5353,3833,2,2022-03-11T14:30:00,3,Outbound,Negotiation,Voicemail,1,,,0,False
5354,1401,7,2021-06-14T13:30:00,59,Outbound,Follow-Up,Completed,6,0.79,109,11,False
5355,1696,13,2024-12-05T12:30:00,33,Inbound,Demo,Completed,4,0.6,186,2,False
5356,1934,14,2023-07-26T12:30:00,56,Outbound,Follow-Up,Completed,7,0.72,296,4,False
5357,3774,7,2024-05-05T16:00:00,0,Outbound,Negotiation,No Show,1,,,0,False
5358,4709,8,2022-02-07T11:15:00,46,Outbound,Demo,Completed,6,0.66,132,11,True
5359,280,2,2030-06-15T10:00:00,36,Outbound,Demo,Rescheduled,1,,,0,False
5360,2403,14,2024-12-16T16:00:00,46,Outbound,Discovery,Completed,8,0.43,143,4,False
5361,177,8,2023-04-18T09:00:00,0,Outbound,Follow-Up,No Show,1,,,0,False
5362,1178,11,2023-01-12T16:45:00,58,Outbound,Negotiation,Completed,6,0.4,97,9,True
5363,4333,10,2024-12-25T11:30:00,22,Outbound,Negotiation,Completed,3,0.65,155,4,False
5364,1730,1,2022-10-15T17:15:00,23,Outbound,Check-In,Rescheduled,1,,,0,False
5365,4908,6,2020-12-03T10:30:00,0,Outbound,Demo,No Show,1,,,0,False
5366,3214,7,2024-12-19T13:30:00,17,Inbound,Technical Deep Dive,Completed,3,0.47,185,4,False
5367,1869,5,2024-11-04T11:00:00,53,Inbound,Discovery,Completed,5,0.33,65,14,True
5368,3201,3,2024-10-30T09:15:00,17,Inbound,Follow-Up,Completed,4,0.8,222,6,True
5369,3486,8,2024-11-07T13:30:00,1,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
5370,1961,12,2024-06-03T11:45:00,46,Outbound,QBR,Completed,4,0.41,54,14,True
5371,826,6,2022-02-28T13:45:00,32,Outbound,Technical Deep Dive,Completed,3,0.69,198,16,True
5372,4584,16,2030-06-15T10:00:00,25,Inbound,Check-In,Completed,4,0.41,81,15,True
5373,3780,3,2024-12-20T15:45:00,45,Outbound,Follow-Up,Completed,4,0.67,148,4,False
5374,1358,15,2024-12-20T10:45:00,-18,Inbound,Check-In,Completed,4,0.7,208,5,True
5375,3060,3,2024-06-20T09:30:00,23,Outbound,Discovery,Completed,8,0.37,166,22,False
5376,3712,14,2024-12-05T13:00:00,23,Outbound,Negotiation,Rescheduled,1,,,0,False
5377,4329,11,2024-07-17T14:15:00,17,Outbound,Demo,Completed,2,0.52,130,8,False
5378,817,3,2023-11-24T16:30:00,16,Outbound,Discovery,Completed,4,1.37,137,19,True
5379,4238,10,2023-05-26T13:15:00,36,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
5380,1576,7,2024-05-13T11:30:00,54,Outbound,Follow-Up,Completed,4,0.42,197,5,False
5381,2830,7,2022-03-25T08:15:00,26,Inbound,Negotiation,Completed,8,0.31,86,10,True
5382,984,15,2024-06-17T13:00:00,36,Outbound,Negotiation,Rescheduled,1,,,0,False
5383,2863,8,2030-06-15T10:00:00,35,Outbound,QBR,Completed,5,0.55,209,14,False
5384,3162,11,2023-09-12T09:30:00,52,Outbound,Discovery,Completed,3,0.55,128,3,True
5385,3375,10,2024-06-24T14:00:00,50,Outbound,Discovery,Completed,8,0.82,145,10,False
5386,16,9,2024-06-26T12:00:00,20,Inbound,Negotiation,Completed,2,0.51,101,12,True
5387,2372,7,2021-01-16T15:00:00,54,Outbound,Technical Deep Dive,Completed,3,0.66,104,4,False
5388,4345,11,2024-11-01T15:15:00,0,Outbound,Discovery,No Show,1,,,0,False
5389,1028,7,2024-12-05T11:45:00,20,Outbound,Negotiation,Completed,8,0.51,191,8,True
5390,3290,10,2024-05-22T12:00:00,53,Outbound,Technical Deep Dive,Completed,4,0.46,148,9,True
5391,2962,16,2024-10-20T15:45:00,48,Outbound,Follow-Up,Completed,7,0.51,120,11,True
5392,382,9,2024-12-05T12:45:00,2,Outbound,Demo,Voicemail,1,,,0,False
5393,1163,9,2020-04-25T10:45:00,59,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
5394,3130,16,2022-05-31T15:00:00,,Inbound,Follow-Up,Rescheduled,1,,,0,False
5395,1209,12,2020-11-08T13:45:00,39,Inbound,Follow-Up,Completed,3,0.57,209,14,False
5396,1594,2,2024-08-10T15:15:00,30,Inbound,Discovery,Completed,3,0.36,183,20,False
5397,100,3,2024-12-29T15:30:00,55,Outbound,Discovery,Completed,8,0.7,290,14,False
5398,1578,8,2023-03-31T11:15:00,19,Inbound,Discovery,Completed,4,0.45,239,16,False
5399,1223,8,2024-08-02T10:15:00,32,Outbound,Technical Deep Dive,Completed,5,0.41,235,4,True
5400,1256,6,2024-06-04T10:30:00,32,Inbound,Follow-Up,Completed,2,1.2,128,13,False
5401,1276,1,2022-02-19T10:00:00,39,Outbound,Discovery,Completed,7,0.36,151,12,True
5402,2355,10,2024-08-25T12:30:00,18,Inbound,QBR,Completed,7,0.41,231,3,False
5403,2726,2,2024-04-14T12:00:00,42,Inbound,Negotiation,Completed,6,0.53,132,12,True
5404,4201,7,2023-05-22T15:45:00,45,Outbound,QBR,Completed,6,0.48,30,20,True
5405,3649,9,2024-07-17T16:00:00,18,Inbound,QBR,Completed,3,0.53,150,18,True
5406,3055,11,2024-10-07T11:30:00,3,Inbound,Technical Deep Dive,Voicemail,1,,,0,False
5407,939,3,2024-07-19T14:15:00,19,Inbound,Technical Deep Dive,Completed,6,0.66,107,4,True
5408,1725,3,2023-02-24T11:15:00,16,Outbound,Negotiation,Completed,2,0.52,31,9,True
5409,1186,2,2024-12-04T14:00:00,41,Outbound,Negotiation,Completed,4,0.76,96,3,False
5410,3811,8,2023-07-27T11:30:00,3,Inbound,Demo,Voicemail,1,,,0,False
5411,2301,16,2024-12-09T13:45:00,44,Outbound,Check-In,Completed,2,0.58,98,11,True
5412,3240,11,2024-08-21T11:00:00,1,Outbound,Check-In,Voicemail,1,,,0,False
5413,3323,9,2024-07-21T11:45:00,45,Inbound,Check-In,Completed,5,0.56,39,9,True
5414,2996,8,2022-04-15T08:30:00,,Outbound,Discovery,Completed,3,0.66,263,7,False
5415,4535,5,2030-06-15T10:00:00,23,Outbound,Demo,Completed,2,0.45,190,18,True
5416,2621,16,2024-09-21T15:00:00,0,Outbound,Check-In,No Show,1,,,0,False
5417,4298,13,2024-10-20T10:45:00,34,Outbound,Check-In,Completed,8,0.74,222,9,False
5418,2903,5,2030-06-15T10:00:00,58,Outbound,Follow-Up,Completed,7,0.36,102,5,True
5419,2305,12,2023-06-21T15:45:00,,Outbound,QBR,Completed,2,0.81,181,11,False
5420,4802,1,2024-12-20T10:45:00,24,Outbound,Demo,Completed,5,1.11,175,6,True
5421,2945,3,2022-11-08T11:15:00,50,Outbound,Check-In,Completed,3,0.28,65,18,True
5422,2462,9,2022-11-08T12:45:00,55,Outbound,Discovery,Completed,4,0.56,62,8,True
5423,4560,7,2024-10-13T09:15:00,52,Outbound,QBR,Completed,8,0.5,190,13,False
5424,1559,14,2022-04-28T14:15:00,38,Outbound,QBR,Completed,6,0.47,235,4,True
5425,2564,12,2023-05-20T11:45:00,57,Outbound,Negotiation,Rescheduled,1,,,0,False
5426,510,6,2024-10-31T11:45:00,53,Outbound,Follow-Up,Completed,8,0.66,114,15,False
5427,3184,9,2024-04-07T14:30:00,56,Outbound,Follow-Up,Completed,7,0.68,173,10,True
5428,4236,2,2022-04-15T14:00:00,46,Outbound,Technical Deep Dive,Completed,3,0.5,126,18,True
5429,2239,4,2024-12-09T13:30:00,31,Outbound,Check-In,Completed,8,0.57,190,16,False
5430,4411,7,2023-11-13T10:15:00,55,Outbound,Demo,Completed,8,0.69,66,4,False
5431,1381,7,2024-08-11T15:00:00,17,Outbound,Discovery,Rescheduled,1,,,0,False
5432,3191,14,2024-12-09T15:00:00,37,Outbound,Technical Deep Dive,Completed,5,0.55,64,8,False
5433,4024,14,2023-01-03T10:00:00,60,Inbound,Technical Deep Dive,Completed,6,0.59,125,12,False
5434,79,9,2024-08-14T17:00:00,40,Outbound,QBR,Completed,7,0.58,84,12,False
5435,3599,2,2024-03-15T11:15:00,55,Outbound,Negotiation,Completed,3,0.56,99,24,True
5436,129,7,2023-07-17T08:30:00,46,Outbound,QBR,Completed,2,0.63,110,15,True
5437,3116,1,2023-01-20T10:15:00,53,Outbound,Check-In,Completed,8,0.43,161,21,True
5438,3384,12,2023-06-28T10:00:00,56,Outbound,Follow-Up,Completed,8,0.72,44,12,True
5439,1263,10,2024-08-07T14:45:00,43,Outbound,Discovery,Rescheduled,1,,,0,False
