activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
19143,3143,25,Form Fill,2023-02-16T17:52:00,google
19144,3140,181,Page Visit,2021-12-30T16:18:00,google
19145,3526,75,Content Download,2023-10-24T11:50:00,
19146,1739,95,Email Open,2020-01-24T02:27:00,
19147,7455,85,Email Open,2020-08-22T18:35:00,
19148,2021,71,Form Fill,2021-05-20T11:35:00,linkedin
19149,2481,137,Content Download,2023-07-06T15:56:00,
19150,4984,178,Webinar Attended,2021-04-18T10:25:00,
19151,4366,23,,2024-02-07T22:04:00,
19152,664,96,Unsubscribe,2021-11-10T10:11:00,
19153,7704,13,Form Fill,2023-06-25T12:28:00,twitter
19154,2548,200,Email Bounce,2023-07-25T05:42:00,
19155,3345,21,Form Fill,2022-01-18T20:33:00,referral
19156,5037,102,Content Download,2023-04-13T00:32:00,
19157,6412,194,Email Open,2023-08-11T02:43:00,
19158,2354,9,Page Visit,2020-10-24T07:30:00,referral
19159,5133,118,Ad Click,2023-10-06T01:18:00,referral
19160,1939,70,Content Download,2024-03-28T01:43:00,
19161,1935,61,Form Fill,2023-05-31T20:29:00,twitter
19162,1403,151,Content Download,2023-02-10T00:34:00,
19163,3614,38,Email Open,2024-05-17T08:37:00,
19164,5457,29,Webinar Registration,2020-11-06T19:53:00,
19165,5,125,Webinar Registration,2024-12-22T00:00:00,
19166,3442,192,Unsubscribe,2030-03-15T14:30:00,
19167,498,193,Webinar Attended,2020-12-01T23:13:00,
19168,6631,40,Form Fill,2021-09-06T22:30:00,linkedin
19169,3518,67,Unsubscribe,2022-03-10T21:25:00,
19170,4160,69,Content Download,2020-09-11T06:14:00,
19171,930,122,Page Visit,2023-10-01T15:52:00,
19172,1470,23,Content Download,2024-02-03T16:11:00,
19173,7664,122,Email Bounce,2023-11-02T20:24:00,
19174,2059,38,Email Bounce,2024-06-21T02:28:00,
19175,3636,28,Content Download,2020-05-31T23:20:00,
19176,6340,24,Email Open,2023-05-08T18:49:00,
19177,5099,37,Content Download,2022-04-08T16:14:00,
19178,6505,3,Content Download,2024-02-05T16:36:00,
19179,6259,121,Form Fill,2020-07-07T08:12:00,twitter
19180,7128,124,Content Download,2022-03-03T01:56:00,
19181,2518,49,Page Visit,2023-06-01T21:36:00,referral
19182,7699,55,Content Download,2022-01-19T15:38:00,
19183,2255,16,Email Bounce,2023-12-03T17:13:00,
19184,4617,82,Email Open,2024-12-18T20:27:00,
19185,7275,86,Content Download,2021-10-17T23:21:00,
19186,7712,39,Page Visit,2020-11-18T15:15:00,twitter
19187,428,112,Content Download,2020-09-06T20:22:00,
19188,3839,99,Content Download,2022-10-18T10:45:00,
19189,2666,4,Form Fill,2021-01-16T16:29:00,google
19190,2798,133,Content Download,2020-03-03T01:04:00,
19191,4060,171,Email Open,2024-10-31T13:56:00,
19192,4304,65,Email Open,2022-09-30T06:36:00,
19193,3946,166,Webinar Registration,2023-07-28T09:21:00,
19194,3075,161,Content Download,2023-03-09T00:12:00,
19195,6410,8,Webinar Attended,2024-12-07T21:10:00,
19196,3364,184,Email Open,2021-03-04T17:26:00,
19197,6016,100,Content Download,2020-12-22T17:49:00,
19198,636,145,Email Open,2020-05-21T02:20:00,
19199,837,86,Email Click,2021-09-17T22:00:00,
19200,1067,81,Content Download,2020-04-02T21:01:00,
19201,7538,69,Email Open,2020-09-22T18:58:00,
19202,7447,168,Email Bounce,2020-12-20T08:59:00,
19203,38,84,Ad Click,2021-06-20T20:27:00,direct
19204,4445,47,Email Open,2020-03-22T19:13:00,
19205,3431,88,Form Fill,2024-03-13T11:21:00,google
19206,5995,178,Form Fill,2021-05-21T19:02:00,twitter
19207,534,10,Ad Click,2023-03-27T07:32:00,twitter
19208,3769,46,Webinar Attended,2024-09-29T08:03:00,
19209,1951,65,Email Open,2022-09-16T23:39:00,
19210,2441,189,Webinar Registration,2024-10-07T14:36:00,
19211,3139,143,Email Click,2020-05-12T00:42:00,
19212,4682,21,Page Visit,2022-01-13T06:37:00,
19213,7283,161,,2023-03-09T04:04:00,
19214,7656,118,Form Fill,2023-11-02T06:37:00,referral
19215,7300,153,Ad Click,2021-10-06T13:59:00,facebook
19216,6935,,Webinar Attended,2020-10-10T09:30:00,
19217,110,67,Ad Click,2022-03-05T11:37:00,
19218,7361,96,Content Download,2021-11-09T04:16:00,
19219,560,44,Email Open,2021-06-15T02:54:00,
19220,4236,111,Email Open,2024-10-14T10:05:00,
19221,7738,72,Email Open,2024-06-18T10:07:00,
19222,2163,59,Form Fill,2022-11-06T20:39:00,linkedin
19223,1401,175,Webinar Registration,2020-05-10T08:34:00,
19224,2294,103,Email Click,2023-04-10T01:29:00,
19225,4695,27,Email Open,2023-01-20T18:16:00,
19226,6799,137,Ad Click,2023-07-03T06:43:00,twitter
19227,106,52,Content Download,2020-11-03T11:41:00,
19228,3060,189,Email Click,2024-10-27T13:12:00,
19229,1422,59,Page Visit,2022-10-25T08:03:00,twitter
19230,4139,47,Form Fill,2020-03-20T11:04:00,referral
19231,791,158,Email Open,2024-12-09T00:00:00,
19232,6666,2,Form Fill,2024-12-01T00:00:00,google
19233,986,175,Email Open,2020-06-09T00:31:00,
19234,7756,5,Content Download,2023-10-12T08:43:00,
19235,1742,31,Form Fill,2020-08-24T23:31:00,referral
19236,3762,103,Content Download,2023-05-10T19:21:00,
19237,5017,94,Email Click,2020-10-18T06:15:00,
19238,4001,167,Email Open,2020-10-20T21:49:00,
19239,1723,120,Content Download,2021-05-01T16:15:00,
19240,3505,27,Email Click,2023-02-17T01:08:00,
19241,3336,73,Email Click,2021-09-17T06:12:00,
19242,5104,138,Content Download,2024-05-29T15:31:00,
19243,4232,12,Unsubscribe,2022-08-07T22:12:00,
19244,2175,137,Page Visit,2023-07-03T03:17:00,google
19245,539,48,Page Visit,2022-04-19T19:46:00,direct
19246,920,82,Email Open,2024-12-30T20:43:00,
19247,74,33,Email Open,2020-11-16T05:49:00,
19248,4016,52,Email Open,2020-11-10T09:08:00,
19249,2644,145,Form Fill,2020-05-12T11:13:00,facebook
19250,5282,63,Email Bounce,2022-04-21T05:19:00,
19251,4877,40,Email Open,2021-09-29T08:50:00,
19252,6199,141,Email Click,2022-12-09T02:10:00,
19253,2551,130,Email Open,2021-06-02T15:00:00,
19254,2048,102,Email Click,2023-04-25T20:34:00,
19255,4000,175,Email Open,2020-07-10T16:52:00,
19256,1260,47,Webinar Registration,2020-03-19T17:02:00,
19257,3389,150,Email Open,2021-01-12T00:00:00,
19258,3584,22,Content Download,2021-01-04T07:05:00,
19259,7210,31,Email Open,2020-09-03T03:27:00,
19260,1678,45,Form Fill,2021-05-16T12:37:00,facebook
19261,4962,,Email Open,2021-05-09T05:06:00,
19262,6872,154,Email Open,2024-03-30T03:49:00,
19263,4360,69,Unsubscribe,2020-07-27T21:18:00,
19264,3041,172,Webinar Registration,2020-10-13T17:10:00,
19265,7989,183,Form Fill,2021-01-10T17:03:00,
19266,827,45,Content Download,2021-05-18T01:14:00,
19267,7415,73,Form Fill,2021-09-07T23:46:00,
19268,3727,80,Email Click,2023-03-27T18:21:00,
19269,1631,20,Email Open,2021-12-08T15:59:00,
19270,1188,180,Form Fill,2021-09-22T01:13:00,referral
19271,2631,171,Page Visit,2024-10-29T03:03:00,facebook
19272,2663,14,Form Fill,2020-07-04T09:39:00,google
19273,7788,18,Page Visit,2024-03-13T01:06:00,linkedin
19274,7069,127,Email Click,2020-03-01T11:34:00,
19275,7945,109,Email Open,2020-02-21T16:34:00,
19276,761,82,Ad Click,2024-11-17T04:06:00,
19277,3445,181,Content Download,2022-01-08T22:41:00,
19278,7275,,Webinar Registration,2023-10-17T00:19:00,
19279,7216,194,Email Open,2023-08-31T00:49:00,
19280,4072,126,Form Fill,2021-06-15T21:11:00,linkedin
19281,6599,166,Webinar Attended,2030-03-15T14:30:00,
19282,3774,81,Email Click,2020-04-07T10:42:00,
19283,266,133,Content Download,2020-03-22T17:26:00,
19284,6051,179,Email Click,2020-04-29T11:03:00,
19285,7439,,Page Visit,2020-10-11T23:29:00,google
19286,5809,6,Email Open,2024-12-11T00:00:00,
19287,1331,87,Content Download,2021-02-15T13:30:00,
19288,3055,52,Page Visit,2020-11-26T08:53:00,google
19289,4291,171,Webinar Registration,2024-10-23T11:22:00,
19290,4143,128,Form Fill,2020-10-11T20:09:00,linkedin
19291,4240,96,Content Download,2021-11-28T13:21:00,
19292,5441,60,Email Open,2021-03-05T07:05:00,
19293,3085,198,Content Download,2022-08-05T23:13:00,
19294,1290,77,Page Visit,2020-03-10T07:00:00,facebook
19295,340,43,Email Click,2020-05-16T09:44:00,
19296,6539,106,Form Fill,2023-11-25T14:52:00,
19297,4251,21,Email Open,2022-01-07T11:07:00,
19298,1924,171,Ad Click,2024-10-20T06:22:00,google
19299,1513,193,Email Bounce,2020-11-03T04:20:00,
19300,5678,34,Ad Click,2023-06-25T18:57:00,linkedin
19301,7137,21,Email Open,2022-01-14T12:25:00,
19302,2766,37,Ad Click,2022-03-14T14:28:00,twitter
19303,1921,165,Email Open,2021-03-02T13:01:00,
19304,4527,199,Ad Click,2024-03-21T21:55:00,twitter
19305,1505,192,Page Visit,2024-10-03T18:07:00,google
19306,5813,13,Page Visit,2023-06-04T22:15:00,
19307,404,137,Email Open,2023-07-03T23:00:00,
19308,1784,11,Email Open,2022-05-07T17:02:00,
19309,4275,200,Webinar Attended,2023-07-15T04:45:00,
19310,2453,185,Webinar Attended,2023-06-03T11:15:00,
19311,5528,160,Webinar Attended,2021-01-23T14:01:00,
19312,4429,181,Email Open,2021-12-23T11:53:00,
19313,3749,190,Ad Click,2023-02-26T17:02:00,twitter
19314,7997,182,Form Fill,2021-01-02T16:00:00,direct
19315,2083,6,Content Download,2024-12-05T00:00:00,
19316,1858,1,Form Fill,2020-02-07T09:16:00,direct
19317,3379,18,Unsubscribe,2024-03-16T17:34:00,
19318,1418,65,Content Download,2022-10-09T14:36:00,
19319,6396,72,Page Visit,2024-08-09T17:38:00,
19320,2450,27,Email Click,2023-01-31T02:31:00,
19321,3578,45,Page Visit,2021-05-11T23:12:00,direct
19322,6181,164,Webinar Attended,2022-03-17T07:40:00,
19323,7013,45,Form Fill,2021-05-11T03:01:00,facebook
19324,3678,177,Form Fill,2020-06-28T10:50:00,linkedin
19325,6011,75,Email Click,2023-10-17T02:11:00,
19326,5079,74,Webinar Registration,2023-04-17T04:23:00,
19327,4634,192,Email Open,2024-10-02T02:11:00,
19328,5534,,Form Fill,2022-10-31T19:28:00,twitter
19329,7874,174,Email Open,2020-04-29T06:07:00,
19330,3866,152,Content Download,2020-02-24T23:40:00,
19331,6164,129,Form Fill,2022-12-28T14:21:00,linkedin
19332,4161,169,Email Click,2024-06-03T12:45:00,
19333,6667,17,Ad Click,2022-07-17T00:12:00,twitter
19334,2588,159,Ad Click,2021-07-26T21:58:00,
19335,1193,53,Form Fill,2024-01-25T22:31:00,direct
19336,5713,98,Ad Click,2023-06-28T12:26:00,linkedin
19337,4784,167,Email Click,2020-08-14T02:16:00,
19338,5759,59,Webinar Attended,2022-10-19T23:07:00,
19339,6454,195,Form Fill,2024-11-21T05:49:00,google
19340,435,176,Content Download,2023-07-21T18:19:00,
19341,327,96,Webinar Attended,2022-01-03T09:51:00,
19342,4553,128,Form Fill,2020-09-29T11:31:00,facebook
19343,7926,160,Page Visit,2021-01-23T01:50:00,google
19344,4636,,Form Fill,2021-05-26T10:22:00,google
19345,5059,61,Content Download,2030-03-15T14:30:00,
19346,2960,24,Email Click,2023-03-15T09:50:00,
19347,4769,114,Email Open,2023-11-28T02:05:00,
19348,5595,167,Unsubscribe,2020-08-28T09:48:00,
19349,3809,17,Page Visit,2022-07-08T12:15:00,google
19350,2440,,Email Open,2024-12-19T22:39:00,
19351,6301,152,Form Fill,2020-02-27T04:17:00,facebook
19352,4297,,,2021-01-13T22:13:00,linkedin
19353,338,5,Form Fill,2023-10-25T22:03:00,linkedin
19354,5863,35,Page Visit,2021-01-11T06:26:00,facebook
19355,4587,28,Unsubscribe,2020-07-19T14:59:00,
19356,5539,117,Webinar Attended,2030-03-15T14:30:00,
19357,4405,185,Ad Click,2023-08-05T04:45:00,
19358,6362,34,Page Visit,2023-07-09T12:37:00,linkedin
19359,7970,39,Email Click,2020-11-22T09:59:00,
19360,5810,,Webinar Registration,2024-07-05T05:01:00,
19361,2822,30,Form Fill,2024-04-08T17:49:00,linkedin
19362,485,61,Email Open,2023-07-13T12:57:00,
19363,2468,123,Content Download,2020-04-04T23:59:00,
19364,7194,162,Form Fill,2024-03-23T16:07:00,google
19365,3902,131,Webinar Registration,2022-07-18T00:03:00,
19366,527,,Content Download,2020-12-05T22:16:00,
19367,5851,5,Email Open,2023-10-15T01:30:00,
19368,4368,92,Content Download,2021-08-28T06:18:00,
19369,2352,,Email Click,2021-07-27T18:41:00,
19370,5767,98,Email Open,2023-08-11T04:11:00,
19371,1984,,Email Open,2024-05-23T04:55:00,
19372,3595,31,Email Open,2020-10-22T01:06:00,
19373,1149,11,Content Download,2022-04-29T12:22:00,
19374,7006,123,Content Download,2020-04-01T22:04:00,
19375,6781,154,Page Visit,2024-04-23T11:34:00,google
19376,7572,26,Email Bounce,2022-08-27T12:51:00,
19377,1988,82,Webinar Attended,2024-11-21T09:53:00,
19378,1374,129,,2023-01-15T23:43:00,
19379,3339,111,Content Download,2024-11-14T01:52:00,
19380,3706,,Form Fill,2022-12-17T13:08:00,facebook
19381,1172,24,,2023-04-20T07:07:00,
19382,3920,190,Email Open,2023-02-23T17:47:00,
19383,5035,151,Unsubscribe,2023-02-01T09:39:00,
19384,730,28,Form Fill,2020-04-22T06:07:00,referral
19385,2347,145,Email Click,2020-05-24T08:09:00,
19386,3439,125,Email Open,2024-12-11T00:00:00,
19387,436,85,Form Fill,2020-10-20T12:52:00,google
19388,894,161,Page Visit,2023-03-09T06:41:00,
19389,916,5,Email Click,2023-10-17T00:16:00,
19390,5884,20,Ad Click,2021-12-13T20:21:00,direct
19391,4119,90,Email Open,2020-11-02T00:56:00,
19392,7248,15,Email Click,2024-11-22T16:23:00,
19393,5773,189,Email Open,2024-12-09T04:25:00,
19394,2972,51,Content Download,2024-07-15T20:29:00,
19395,5370,126,Email Click,2021-06-14T00:49:00,
19396,1703,173,Email Open,2023-06-16T06:58:00,
19397,113,89,Email Open,2022-06-09T06:58:00,
19398,511,152,Email Open,2020-05-06T21:53:00,
19399,5479,72,Content Download,2024-07-09T16:42:00,
19400,4709,155,Content Download,2021-11-15T18:09:00,
19401,5591,137,Email Bounce,2023-06-30T01:26:00,
19402,3303,5,Form Fill,2023-10-14T03:58:00,google
19403,4520,104,Webinar Registration,2021-02-17T01:39:00,
19404,5345,6,Email Bounce,2024-12-13T18:03:00,
19405,885,17,Webinar Attended,2022-10-01T07:24:00,
19406,3161,143,Form Fill,2020-05-11T21:45:00,twitter
19407,7515,195,Content Download,2024-11-19T15:36:00,
19408,861,81,Email Click,2020-04-01T03:14:00,
19409,6649,108,Email Open,2023-12-09T00:55:00,
19410,3532,102,Content Download,2023-02-26T15:11:00,
19411,1821,198,Content Download,2022-07-19T16:01:00,
19412,6743,93,Page Visit,2021-04-09T18:48:00,direct
19413,4538,170,Email Open,2022-11-28T06:40:00,
19414,2722,143,Email Click,2020-05-04T03:57:00,
19415,2157,190,Content Download,2023-03-28T02:15:00,
19416,1760,46,Content Download,2024-09-25T07:20:00,
19417,1326,116,Content Download,2024-01-26T21:47:00,
19418,7806,91,Page Visit,2024-03-30T07:25:00,google
19419,7082,91,Form Fill,2024-03-30T10:42:00,direct
19420,2116,150,Content Download,2021-01-04T00:23:00,
19421,2585,42,Email Bounce,2024-07-22T00:28:00,
19422,2784,161,,2023-03-18T12:49:00,
19423,624,137,Email Open,2030-03-15T14:30:00,
19424,3307,66,Email Click,2023-05-06T23:22:00,
19425,5215,190,Webinar Registration,2023-02-21T04:14:00,
19426,5232,105,Email Open,2021-08-09T22:35:00,
19427,2872,39,Email Click,2020-12-16T15:19:00,
19428,1751,56,Email Bounce,2021-07-22T08:13:00,
19429,7574,50,Email Open,2024-09-08T18:47:00,
19430,3954,71,Email Open,2021-06-03T03:42:00,
19431,915,161,Webinar Attended,2023-03-22T19:14:00,
19432,3981,,Email Open,2022-07-24T22:22:00,
19433,3009,167,Ad Click,2020-09-17T00:28:00,twitter
19434,7687,116,Content Download,2030-03-15T14:30:00,
19435,2682,,Email Click,2021-09-11T04:16:00,
19436,3532,118,Content Download,2023-10-13T23:42:00,
19437,2250,87,Content Download,2021-01-02T07:09:00,
19438,5122,198,Email Bounce,2022-07-29T00:54:00,
19439,4787,135,Page Visit,2024-10-07T14:12:00,twitter
19440,5122,199,Webinar Attended,2024-02-25T09:37:00,
19441,7238,72,Ad Click,2024-06-07T19:33:00,direct
19442,3165,70,Form Fill,2024-03-04T23:37:00,facebook
19443,7880,44,Ad Click,2021-06-17T22:37:00,facebook
19444,6841,47,Email Click,2020-03-16T18:23:00,
19445,697,49,Content Download,2023-04-21T04:36:00,
19446,1349,50,Email Click,2024-09-25T17:20:00,
19447,1491,161,Email Click,2023-03-23T11:31:00,
19448,6919,53,Email Open,2023-12-02T13:07:00,
19449,3101,41,Content Download,2023-04-16T12:48:00,
19450,3121,145,Content Download,2020-06-19T07:45:00,
19451,5263,3,Email Open,2024-02-01T19:30:00,
19452,4214,39,Email Open,2020-12-09T01:56:00,
19453,6280,155,Form Fill,2021-10-12T10:04:00,linkedin
19454,7837,51,Form Fill,2024-07-12T19:45:00,direct
19455,1846,37,Email Open,2022-04-19T11:08:00,
19456,3054,9,Email Open,2020-11-06T03:02:00,
19457,4529,41,Email Open,2023-05-01T04:12:00,
19458,3149,77,Form Fill,2020-05-03T19:24:00,linkedin
19459,5668,3,Form Fill,2024-02-01T03:07:00,
19460,3825,99,Form Fill,2022-09-25T23:18:00,facebook
19461,4064,,Email Open,2022-03-20T15:52:00,
19462,2681,151,Email Open,2023-02-09T05:30:00,
19463,2640,119,Email Open,2023-07-30T17:28:00,
19464,3244,180,Webinar Attended,2021-10-07T09:25:00,
19465,7080,93,Form Fill,2021-02-24T02:55:00,facebook
19466,6538,154,Ad Click,2024-06-13T01:25:00,
19467,6419,7,Webinar Attended,2023-10-18T12:16:00,
19468,3478,100,Email Click,2021-01-15T02:04:00,
19469,2958,136,Page Visit,2020-05-29T06:10:00,linkedin
19470,6299,26,Email Open,2022-10-25T13:26:00,
19471,7430,40,Page Visit,2021-10-22T19:41:00,
19472,6372,98,Content Download,2023-08-05T19:12:00,
19473,1053,147,Webinar Registration,2022-06-11T17:18:00,
19474,6570,55,Content Download,2022-01-11T16:26:00,
19475,7179,22,Email Bounce,2021-01-01T03:13:00,
19476,2502,67,Email Open,2022-03-14T05:35:00,
19477,6134,175,Email Open,2020-06-30T16:34:00,
19478,1469,190,Webinar Attended,2023-03-31T19:23:00,
19479,6179,64,Page Visit,2022-07-27T21:23:00,direct
19480,5790,123,Form Fill,2020-04-12T02:28:00,direct
19481,3987,7,Unsubscribe,2023-10-21T14:24:00,
19482,1234,103,Form Fill,2023-04-14T05:01:00,google
19483,3888,122,Content Download,2023-10-16T01:19:00,
19484,5521,40,Webinar Registration,2021-10-07T14:51:00,
19485,1,195,Ad Click,2024-11-11T14:30:00,facebook
19486,4236,154,Email Open,2024-03-29T18:31:00,
19487,1376,120,Email Open,2021-05-08T02:40:00,
19488,6715,110,Content Download,2023-01-19T12:26:00,
19489,7351,53,Form Fill,2030-03-15T14:30:00,twitter
19490,1745,4,Email Click,2021-01-02T13:20:00,
19491,5768,113,Unsubscribe,2020-12-09T21:15:00,
19492,1033,130,Email Click,2021-05-31T07:57:00,
19493,6843,109,Content Download,2030-03-15T14:30:00,
19494,1012,172,Email Open,2020-11-06T17:09:00,
19495,6629,39,Page Visit,2021-01-12T00:52:00,
19496,7220,,Page Visit,2020-01-22T22:26:00,twitter
19497,3163,26,Page Visit,2022-07-29T22:05:00,twitter
19498,7015,69,Email Open,2020-10-17T05:51:00,
19499,7866,9,Email Open,2020-10-24T06:30:00,
19500,5591,151,Email Open,2023-02-11T00:59:00,
19501,1553,153,Webinar Attended,2021-10-04T21:36:00,
19502,3315,161,,2023-03-09T16:49:00,
19503,1848,184,Email Open,2021-03-05T16:55:00,
19504,4368,147,Form Fill,2022-06-17T08:19:00,direct
19505,5681,121,Content Download,2020-06-01T07:07:00,
19506,6067,116,Ad Click,2024-01-31T11:28:00,
19507,6055,31,Ad Click,2020-10-13T06:42:00,twitter
19508,1224,152,Form Fill,2020-02-14T21:34:00,direct
19509,1089,88,Email Click,2024-03-09T23:20:00,
19510,7703,35,Form Fill,2020-12-22T21:41:00,twitter
19511,2192,46,Email Open,2024-10-09T02:15:00,
19512,493,12,Email Open,2022-09-04T01:26:00,
19513,3548,148,Email Click,2020-05-18T04:31:00,
19514,2038,109,Email Open,2020-03-05T09:39:00,
19515,3586,177,Content Download,2020-06-05T21:29:00,
19516,7588,34,Email Open,2023-05-29T23:42:00,
19517,4372,122,Email Click,2023-10-13T18:46:00,
19518,5167,177,Ad Click,2020-05-21T03:09:00,direct
19519,7708,117,Email Open,2020-12-24T23:08:00,
19520,3523,26,Email Open,2022-08-27T18:59:00,
19521,4842,80,Email Open,2023-03-13T21:41:00,
19522,2797,168,Email Open,2021-01-03T13:41:00,
19523,2114,190,Page Visit,2023-02-22T13:17:00,google
19524,100,89,Content Download,2022-04-26T12:57:00,
19525,4498,64,Form Fill,2022-08-27T00:42:00,twitter
19526,41,66,Form Fill,2023-05-02T18:53:00,linkedin
19527,725,148,Email Open,2020-06-01T13:48:00,
19528,62,121,Email Open,2020-06-13T09:52:00,
19529,6613,138,Form Fill,2024-05-19T04:37:00,direct
19530,2271,108,Email Bounce,2023-11-21T08:39:00,
19531,2892,6,Email Open,2024-12-27T00:00:00,
19532,3608,56,Page Visit,2021-07-23T09:00:00,facebook
19533,618,27,Email Click,2023-02-03T22:34:00,
19534,6194,68,Page Visit,2024-12-03T00:00:00,twitter
19535,5439,101,Page Visit,2021-03-21T22:40:00,facebook
19536,1965,79,Email Open,2023-10-05T21:46:00,
19537,3518,95,Webinar Registration,2020-01-30T06:04:00,
19538,3190,62,Email Open,2021-04-08T14:39:00,
19539,4644,60,Webinar Attended,2021-03-08T21:49:00,
19540,1724,186,Form Fill,2024-10-25T19:35:00,twitter
19541,2264,84,Webinar Registration,2021-07-15T05:07:00,
19542,7208,99,Content Download,2022-10-02T00:08:00,
19543,7454,192,Form Fill,2024-10-03T20:20:00,facebook
19544,5337,,Email Open,2024-10-22T15:40:00,
19545,7941,14,Webinar Attended,2020-06-24T01:09:00,
19546,4573,197,Email Open,2020-12-19T19:39:00,
19547,3745,23,Email Open,2024-02-02T21:42:00,
19548,1109,96,Email Open,2021-11-18T17:31:00,
19549,749,195,Email Open,2024-11-07T07:04:00,
19550,3676,23,Email Open,2024-01-26T01:22:00,
19551,736,14,Email Open,2020-07-31T14:25:00,
19552,6738,171,Page Visit,2024-10-18T16:13:00,referral
19553,1010,39,Content Download,2020-11-12T22:41:00,
19554,2006,131,Form Fill,2022-07-19T19:28:00,facebook
19555,4947,73,Ad Click,2021-07-17T03:13:00,direct
19556,2022,143,Email Open,2020-05-11T08:07:00,
19557,4894,172,Page Visit,2020-11-05T21:50:00,twitter
19558,502,80,Email Open,2023-03-21T20:33:00,
19559,7888,198,Email Open,2022-08-26T03:51:00,
19560,3568,28,Unsubscribe,2020-05-10T06:56:00,
19561,2477,132,Content Download,2022-12-03T04:11:00,
19562,4384,17,Email Open,2022-07-18T23:51:00,
19563,2955,159,,2021-04-29T15:41:00,
19564,6962,161,Page Visit,2023-03-21T14:48:00,direct
19565,6548,178,Email Click,2021-05-21T01:53:00,
19566,1031,126,Webinar Registration,2021-06-08T23:41:00,
19567,2963,100,Webinar Registration,2021-01-04T10:16:00,
19568,3361,114,Email Open,2023-11-05T18:20:00,
19569,515,14,Email Open,2020-07-07T13:59:00,
19570,3484,98,Webinar Registration,2030-03-15T14:30:00,
19571,3995,21,Form Fill,2022-01-19T21:48:00,direct
19572,3440,124,Page Visit,2022-01-24T16:55:00,google
19573,2713,132,Form Fill,2022-10-16T05:51:00,facebook
19574,2782,119,Email Open,2023-07-24T20:20:00,
19575,2744,2,Email Open,2024-12-07T00:00:00,
19576,6886,81,,2020-04-03T04:37:00,google
19577,2807,128,Webinar Attended,2020-10-22T01:15:00,
19578,3041,179,Email Open,2020-05-14T20:31:00,
19579,1858,124,Content Download,2022-01-30T19:29:00,
19580,6218,179,Email Open,2020-04-20T10:39:00,
19581,2172,40,Email Bounce,2021-10-18T09:21:00,
19582,2784,132,Email Click,2022-10-14T13:30:00,
19583,7614,139,Email Click,2020-10-20T10:26:00,
19584,6400,114,Content Download,2023-12-03T07:01:00,
19585,6745,153,Webinar Registration,2021-09-22T19:47:00,
19586,2375,194,Content Download,2023-08-18T08:44:00,
19587,1520,11,Ad Click,2022-05-11T09:01:00,twitter
19588,4910,110,Email Bounce,2023-01-28T00:06:00,
19589,6038,53,Email Open,2023-12-02T06:24:00,
19590,6364,16,Content Download,2023-12-12T08:17:00,
19591,2753,69,Ad Click,2020-07-24T21:31:00,google
19592,2182,197,Email Open,2020-12-01T07:59:00,
19593,7692,124,Ad Click,2022-02-08T12:27:00,linkedin
19594,1908,14,Email Open,2020-06-29T09:09:00,
19595,6310,8,,2024-11-10T18:09:00,
19596,488,17,Form Fill,2022-08-13T15:51:00,facebook
19597,2322,143,Webinar Registration,2020-05-10T06:26:00,
19598,7184,179,Unsubscribe,2020-05-10T08:23:00,
19599,1763,101,Email Open,2021-05-03T10:19:00,
19600,7706,161,Email Open,2023-03-17T12:36:00,
19601,5837,121,Email Click,2020-05-12T14:10:00,
19602,7935,82,Email Open,2024-12-03T00:00:00,
19603,4716,83,,2024-08-09T21:03:00,
19604,5764,177,Form Fill,2020-06-10T07:23:00,twitter
19605,6230,33,Ad Click,2021-01-30T08:56:00,
19606,7922,184,Ad Click,2021-03-31T05:52:00,referral
19607,4365,91,Form Fill,2024-03-31T05:29:00,linkedin
19608,6176,73,Email Open,2021-07-05T14:22:00,
19609,2846,112,Webinar Attended,2020-09-13T21:59:00,
19610,6839,26,Content Download,2022-10-06T14:25:00,
19611,2620,89,Email Open,2022-06-11T09:30:00,
19612,2750,36,Email Click,2021-02-02T10:35:00,
19613,132,80,Email Open,2023-03-13T09:10:00,
19614,2152,119,Email Click,2023-08-28T23:47:00,
19615,7977,20,Form Fill,2021-12-09T19:18:00,linkedin
19616,6505,141,Ad Click,2022-12-04T05:31:00,google
19617,6661,63,Webinar Registration,2022-04-20T07:02:00,
19618,3713,39,Page Visit,2020-12-20T05:04:00,twitter
19619,7476,135,Page Visit,2024-11-23T22:38:00,direct
19620,397,153,Email Open,2021-09-26T12:00:00,
19621,2543,52,,2020-11-11T15:49:00,
19622,1189,6,,2024-12-19T00:00:00,
19623,990,194,Email Open,2023-09-27T23:41:00,
19624,5252,187,Content Download,2021-12-21T22:47:00,
19625,6761,65,Email Open,2022-12-15T21:18:00,
19626,5081,16,Email Click,2024-01-03T10:47:00,
19627,3716,181,Email Open,2021-12-20T12:27:00,
19628,7154,193,Form Fill,2020-11-03T02:00:00,direct
19629,5743,115,Ad Click,2020-06-05T00:33:00,referral
19630,3630,168,Content Download,2020-12-23T16:25:00,
19631,3651,29,,2020-10-21T09:06:00,
19632,2313,168,Form Fill,2021-01-05T16:16:00,linkedin
19633,1231,51,Page Visit,2030-03-15T14:30:00,referral
19634,4935,159,Content Download,2021-05-20T04:45:00,
19635,6325,181,Webinar Registration,2022-01-01T07:15:00,
19636,3994,145,Page Visit,2020-06-09T17:03:00,direct
19637,608,139,Form Fill,2020-11-01T13:43:00,linkedin
